Name "YT Scope Project" 
File "H:\mscthesisgeert\MScThesisTemplate\Code\AGC_functions\dSPACE_TwinCAT_recordings\NoiseMeas0V_2.csv" 
"Starttime of export" 133014769934170000 "dinsdag 5 juli 2022" 08:43:13.417 
"Endtime of export" 133014770241547049 "dinsdag 5 juli 2022" 08:43:44.154 


Name AI_df1 AI_df2 AI_dPtie1

11350 -3 -3 -13
11360 -2 -2 -13
11370 -4 -3 -13
11380 -3 -5 -13
11390 -4 -3 -15
11400 -4 0 -17
11410 -3 -4 -17
11420 -4 -3 -15
11430 -5 -2 -13
11440 -4 -2 -14
11450 -3 -3 -15
11460 -4 -2 -14
11470 -3 -2 -15
11480 -3 -2 -14
11490 -3 -2 -14
11500 -5 0 -15
11510 -4 0 -14
11520 -4 -2 -14
11530 -5 -3 -15
11540 -5 -3 -15
11550 -5 0 -17
11560 -4 -2 -17
11570 -5 -4 -15
11580 -4 -3 -13
11590 -4 -3 -12
11600 -5 -3 -13
11610 -4 -3 -13
11620 -3 -2 -13
11630 -3 -2 -15
11640 -3 0 -14
11650 -3 -2 -12
11660 -5 -3 -12
11670 -4 -3 -14
11680 -3 -3 -14
11690 -4 -2 -14
11700 -4 -2 -15
11710 -3 -2 -14
11720 -4 0 -13
11730 -6 -3 -14
11740 -4 -3 -13
11750 -2 0 -14
11760 -4 0 -15
11770 -5 1 -15
11780 -5 0 -15
11790 -4 -3 -15
11800 -2 -2 -14
11810 -5 -4 -14
11820 -6 -5 -17
11830 -6 -3 -15
11840 -5 -3 -13
11850 -4 -2 -13
11860 -4 -2 -15
11870 -3 -4 -15
11880 -5 -4 -14
11890 -5 0 -15
11900 -3 0 -15
11910 -3 -3 -14
11920 -3 -3 -15
11930 -3 -3 -15
11940 -4 0 -14
11950 -4 1 -12
11960 -5 0 -12
11970 -5 -2 -15
11980 -4 0 -13
11990 -4 -2 -11
12000 -5 -3 -14
12010 -5 -3 -15
12020 -4 -4 -14
12030 -4 -2 -14
12040 -4 1 -13
12050 -3 0 -12
12060 -3 -2 -14
12070 -5 0 -14
12080 -4 1 -12
12090 -4 0 -13
12100 -3 -4 -15
12110 -2 -2 -13
12120 -3 0 -12
12130 -4 -2 -15
12140 -3 0 -15
12150 -3 0 -14
12160 -3 0 -13
12170 -5 -4 -14
12180 -5 -4 -15
12190 -4 0 -14
12200 -4 1 -15
12210 -4 -2 -15
12220 -4 -3 -15
12230 -3 0 -14
12240 -4 -2 -14
12250 -4 -4 -14
12260 -3 -4 -14
12270 -4 -4 -14
12280 -6 -2 -14
12290 -4 0 -14
12300 -3 0 -14
12310 -5 -2 -13
12320 -5 -3 -15
12330 -4 -2 -15
12340 -4 -2 -14
12350 -4 -3 -15
12360 -5 -5 -17
12370 -3 -4 -15
12380 -3 -2 -17
12390 -5 -2 -15
12400 -5 0 -14
12410 -5 1 -14
12420 -4 0 -13
12430 -2 -2 -14
12440 -3 -2 -15
12450 -4 -3 -14
12460 -4 -2 -13
12470 -4 -3 -12
12480 -4 -4 -11
12490 -4 -2 -13
12500 -4 -3 -15
12510 -3 -3 -13
12520 -3 -3 -14
12530 -4 -2 -17
12540 -3 -3 -14
12550 -2 -2 -13
12560 -3 0 -13
12570 -4 -3 -13
12580 -5 -4 -13
12590 -5 -4 -12
12600 -4 0 -13
12610 -4 -2 -14
12620 -4 -2 -13
12630 -4 1 -12
12640 -3 0 -14
12650 -3 0 -14
12660 -3 0 -15
12670 -3 0 -14
12680 -4 0 -13
12690 -3 -2 -12
12700 -3 -3 -13
12710 -4 -3 -17
12720 -4 0 -17
12730 -4 0 -14
12740 -5 0 -13
12750 -4 -2 -14
12760 -3 -3 -14
12770 -4 -2 -15
12780 -5 -3 -15
12790 -3 -3 -14
12800 -3 -3 -13
12810 -5 -2 -13
12820 -4 -2 -14
12830 -3 0 -13
12840 -3 0 -14
12850 -3 0 -15
12860 -3 -3 -17
12870 -3 -2 -14
12880 -4 1 -12
12890 -4 -2 -13
12900 -4 -2 -14
12910 -3 -2 -13
12920 -2 -3 -13
12930 -4 -2 -15
12940 -5 0 -14
12950 -6 0 -14
12960 -5 1 -15
12970 -5 0 -15
12980 -4 -5 -17
12990 -2 -5 -17
13000 -3 -2 -13
13010 -5 0 -12
13020 -6 -2 -14
13030 -5 0 -15
13040 -3 -2 -17
13050 -3 -3 -15
13060 -4 -5 -15
13070 -4 -4 -15
13080 -4 -2 -14
13090 -5 1 -14
13100 -5 0 -14
13110 -4 -6 -12
13120 -3 -5 -11
13130 -3 -2 -13
13140 -3 -2 -15
13150 -3 -2 -14
13160 -3 0 -14
13170 -3 -2 -15
13180 -4 -2 -15
13190 -4 -2 -14
13200 -4 -2 -13
13210 -4 1 -14
13220 -3 1 -17
13230 -4 1 -17
13240 -4 0 -13
13250 -3 -3 -11
13260 -4 0 -12
13270 -4 0 -12
13280 -5 -2 -12
13290 -5 -2 -13
13300 -4 -2 -17
13310 -4 0 -17
13320 -3 0 -12
13330 -3 -3 -13
13340 -4 -2 -14
13350 -5 -2 -14
13360 -5 -2 -13
13370 -4 1 -13
13380 -4 0 -15
13390 -5 -3 -14
13400 -6 -4 -12
13410 -5 -5 -13
13420 -4 -4 -17
13430 -4 0 -14
13440 -3 1 -14
13450 -3 -2 -15
13460 -3 -3 -17
13470 -5 -3 -18
13480 -5 -4 -17
13490 -4 -3 -18
13500 -4 0 -19
13510 -4 1 -17
13520 -4 -3 -13
13530 -4 -4 -12
13540 -4 1 -15
13550 -3 0 -18
13560 -4 -3 -17
13570 -4 -4 -17
13580 -3 -4 -15
13590 -3 -2 -14
13600 -5 -2 -15
13610 -6 -3 -15
13620 -5 -5 -14
13630 -5 -4 -14
13640 -5 -3 -13
13650 -5 -4 -15
13660 -4 -3 -17
13670 -3 -3 -14
13680 -4 0 -13
13690 -4 1 -14
13700 -4 -2 -14
13710 -3 -3 -13
13720 0 -2 -12
13730 -3 -4 -14
13740 -5 -4 -14
13750 -4 -2 -14
13760 -4 -3 -15
13770 -4 -2 -13
13780 -3 -2 -14
13790 -3 -3 -14
13800 -4 -3 -14
13810 -4 1 -15
13820 -4 -3 -15
13830 -4 -4 -14
13840 -4 -4 -13
13850 -4 -3 -14
13860 -4 -2 -14
13870 -4 -2 -14
13880 -5 -3 -14
13890 -5 0 -15
13900 -4 0 -14
13910 -4 -3 -14
13920 -3 -4 -14
13930 -4 -4 -14
13940 -5 -2 -13
13950 -4 -2 -14
13960 -4 -2 -14
13970 -4 1 -13
13980 -4 -2 -14
13990 -3 -3 -14
14000 -3 -2 -15
14010 -5 -2 -15
14020 -4 -3 -15
14030 -4 -2 -15
14040 -5 0 -15
14050 -5 -3 -15
14060 -5 -3 -14
14070 -4 -2 -12
14080 -5 -4 -13
14090 -5 -4 -14
14100 -4 0 -13
14110 -5 0 -13
14120 -4 -3 -14
14130 -3 1 -12
14140 -4 1 -12
14150 -4 0 -13
14160 -4 -2 -11
14170 -4 -3 -13
14180 -4 -3 -14
14190 -4 -4 -13
14200 -4 -2 -12
14210 -3 -3 -13
14220 -4 -2 -15
14230 -4 -3 -14
14240 -4 -4 -13
14250 -3 0 -14
14260 -2 -2 -14
14270 -4 -3 -14
14280 -4 -3 -14
14290 -3 -2 -14
14300 -2 1 -15
14310 -3 -2 -15
14320 -5 -3 -14
14330 -4 -2 -13
14340 -3 0 -12
14350 -4 0 -12
14360 -4 -4 -17
14370 -4 -3 -19
14380 -4 -3 -17
14390 -4 -2 -15
14400 -4 0 -15
14410 -4 -2 -13
14420 -3 0 -12
14430 -3 0 -14
14440 -4 0 -15
14450 -5 -2 -15
14460 -4 -2 -15
14470 -4 -2 -14
14480 -5 -3 -13
14490 -4 -4 -15
14500 -4 -3 -15
14510 -4 -2 -12
14520 -4 0 -13
14530 -4 -3 -15
14540 -3 -3 -17
14550 -3 -2 -17
14560 -3 -4 -14
14570 -4 -3 -13
14580 -5 -2 -15
14590 -5 -3 -15
14600 -4 -3 -14
14610 -3 -2 -14
14620 -3 -2 -13
14630 -4 -2 -13
14640 -4 -2 -15
14650 -4 1 -14
14660 -4 0 -13
14670 -3 -4 -14
14680 -3 -3 -14
14690 -3 1 -12
14700 -3 -2 -14
14710 -4 -4 -18
14720 -4 -3 -15
14730 -5 -3 -14
14740 -5 -2 -17
14750 -3 0 -15
14760 -4 1 -17
14770 -4 0 -17
14780 -4 -4 -17
14790 -4 -4 -17
14800 -3 -2 -17
14810 -3 -4 -17
14820 -4 -3 -15
14830 -4 -3 -17
14840 -4 -2 -15
14850 -5 -4 -15
14860 -5 -4 -13
14870 -3 0 -12
14880 -3 -2 -13
14890 -5 -3 -13
14900 -5 -2 -13
14910 -5 -3 -13
14920 -5 -3 -15
14930 -4 -2 -14
14940 -4 -5 -14
14950 -4 -4 -13
14960 -4 -3 -12
14970 -4 -4 -14
14980 -3 -3 -15
14990 -4 -2 -15
15000 -5 0 -17
15010 -5 -3 -18
15020 -3 -4 -18
15030 -3 -3 -17
15040 -3 -3 -14
15050 -3 -2 -14
15060 -4 -2 -14
15070 -5 0 -17
15080 -6 0 -17
15090 -5 -2 -17
15100 -4 -3 -17
15110 -4 -3 -14
15120 -4 0 -13
15130 -4 -3 -15
15140 -5 -3 -15
15150 -5 0 -14
15160 -5 -2 -17
15170 -5 0 -15
15180 -5 -2 -15
15190 -4 -3 -15
15200 -3 0 -13
15210 -2 -2 -13
15220 -5 -4 -14
15230 -6 -4 -14
15240 -4 -4 -14
15250 -3 0 -12
15260 -4 2 -12
15270 -4 0 -13
15280 -4 -3 -14
15290 -4 -2 -14
15300 -4 -3 -14
15310 -4 -3 -13
15320 -4 -2 -13
15330 -3 1 -13
15340 -4 0 -14
15350 -4 0 -13
15360 -5 -2 -13
15370 -5 -2 -14
15380 -5 -2 -14
15390 -4 -2 -12
15400 -4 -3 -11
15410 -3 -3 -13
15420 -4 -4 -13
15430 -4 -4 -11
15440 -4 -3 -12
15450 -3 -3 -13
15460 -2 0 -12
15470 -3 1 -12
15480 -5 -2 -12
15490 -4 -3 -13
15500 -5 -4 -14
15510 -5 -3 -15
15520 -4 -2 -14
15530 -4 -3 -13
15540 -4 -3 -13
15550 -4 -4 -14
15560 -4 -5 -14
15570 -4 -3 -14
15580 -3 -2 -15
15590 -3 0 -14
15600 -4 -4 -13
15610 -3 -4 -14
15620 -2 -2 -14
15630 -3 -3 -14
15640 -4 -4 -15
15650 -3 -5 -15
15660 -3 -4 -15
15670 -3 0 -14
15680 -3 1 -13
15690 -4 -3 -13
15700 -5 -4 -12
15710 -5 -3 -12
15720 -5 -3 -13
15730 -4 -3 -14
15740 -2 -3 -17
15750 -3 -3 -15
15760 -3 -2 -14
15770 -4 -2 -14
15780 -4 -3 -14
15790 -3 -2 -12
15800 -3 0 -14
15810 -4 0 -15
15820 -4 1 -14
15830 -3 1 -13
15840 -3 0 -14
15850 -3 -3 -15
15860 -4 -3 -14
15870 -6 -3 -13
15880 -4 -4 -13
15890 -3 -5 -13
15900 -3 -4 -13
15910 -3 0 -13
15920 -4 -2 -14
15930 -4 -3 -14
15940 -4 -2 -14
15950 -5 -2 -13
15960 -4 -2 -13
15970 -3 -3 -12
15980 -3 -2 -13
15990 -4 0 -13
16000 -4 -2 -12
16010 -4 -4 -14
16020 -3 -3 -14
16030 -3 0 -15
16040 -4 0 -15
16050 -3 0 -13
16060 -3 0 -14
16070 -5 -2 -15
16080 -4 -2 -14
16090 -3 -4 -13
16100 -4 -4 -14
16110 -4 -3 -15
16120 -3 -5 -17
16130 -3 -5 -15
16140 -3 -4 -14
16150 -3 -2 -12
16160 -4 -2 -11
16170 -5 -2 -12
16180 -5 1 -12
16190 -3 -2 -12
16200 -3 -5 -14
16210 -4 -4 -15
16220 -4 -2 -14
16230 -4 -2 -15
16240 -5 0 -14
16250 -4 1 -13
16260 -4 -2 -13
16270 -5 -3 -15
16280 -5 0 -15
16290 -4 1 -14
16300 -4 0 -15
16310 -5 -2 -17
16320 -4 -4 -17
16330 -3 -5 -17
16340 -4 -3 -14
16350 -4 0 -12
16360 -3 0 -14
16370 -4 0 -14
16380 -5 0 -14
16390 -5 -3 -15
16400 -5 -3 -14
16410 -4 -2 -13
16420 -4 1 -13
16430 -4 1 -15
16440 -4 0 -18
16450 -3 -2 -15
16460 -4 -3 -14
16470 -4 -5 -14
16480 -5 -4 -15
16490 -6 -2 -15
16500 -5 -3 -13
16510 -5 -3 -15
16520 -5 -3 -18
16530 -4 -3 -18
16540 -3 -2 -17
16550 -3 -2 -15
16560 -4 -2 -17
16570 -4 0 -15
16580 -5 0 -14
16590 -4 1 -13
16600 -4 1 -14
16610 -5 0 -14
16620 -5 -2 -15
16630 -5 -2 -17
16640 -4 -2 -12
16650 -3 -2 -12
16660 -5 -2 -14
16670 -6 -4 -15
16680 -6 -5 -17
16690 -4 -3 -15
16700 -3 0 -14
16710 -3 -2 -14
16720 -3 -4 -14
16730 -4 -5 -15
16740 -5 -3 -15
16750 -4 -2 -17
16760 -3 -3 -17
16770 -4 -3 -15
16780 -4 -2 -15
16790 -3 -2 -15
16800 -4 -2 -14
16810 -4 -2 -15
16820 -3 -3 -13
16830 -2 -4 -12
16840 -3 -4 -13
16850 -4 -5 -12
16860 -3 -3 -13
16870 -3 -2 -15
16880 -4 -4 -17
16890 -3 -3 -15
16900 -3 -2 -13
16910 -4 -2 -14
16920 -4 -3 -15
16930 -3 -3 -17
16940 -3 -3 -18
16950 -5 -3 -15
16960 -5 -4 -14
16970 -5 -5 -17
16980 -4 -4 -15
16990 -4 -3 -14
17000 -4 -5 -14
17010 -5 -5 -14
17020 -5 -5 -14
17030 -4 -3 -14
17040 -4 0 -14
17050 -5 0 -14
17060 -3 0 -14
17070 -3 -3 -13
17080 -5 -4 -14
17090 -5 -5 -15
17100 -4 -5 -17
17110 -4 -4 -14
17120 -3 -2 -13
17130 -4 -2 -15
17140 -5 -2 -13
17150 -4 -2 -11
17160 -3 -4 -12
17170 -4 -4 -14
17180 -4 -4 -15
17190 -4 -3 -15
17200 -5 -3 -14
17210 -5 -3 -13
17220 -4 -3 -11
17230 -4 -6 -11
17240 -4 -7 -13
17250 -3 -4 -14
17260 -3 -2 -13
17270 -3 0 -14
17280 -4 1 -15
17290 -4 0 -13
17300 -4 -3 -13
17310 -4 -5 -14
17320 -5 -6 -17
17330 -5 -6 -17
17340 -3 -4 -15
17350 -3 -3 -14
17360 -5 -4 -13
17370 -7 -4 -14
17380 -5 -2 -13
17390 -3 -5 -13
17400 -3 -3 -14
17410 -3 0 -14
17420 -3 -4 -14
17430 -4 -4 -14
17440 -4 -4 -13
17450 -5 -2 -13
17460 -5 -2 -13
17470 -4 -3 -13
17480 -3 0 -12
17490 -3 0 -12
17500 -3 -4 -14
17510 -3 -3 -13
17520 -3 -2 -12
17530 -2 -2 -14
17540 -4 1 -18
17550 -4 1 -17
17560 -4 -3 -13
17570 -5 -5 -13
17580 -5 -4 -17
17590 -5 -2 -15
17600 -3 -4 -14
17610 -2 -4 -13
17620 -3 -2 -13
17630 -3 -3 -13
17640 -3 -3 -14
17650 -3 0 -13
17660 -2 -2 -11
17670 -3 -2 -12
17680 -4 -4 -13
17690 -5 -4 -13
17700 -7 -2 -13
17710 -6 -4 -14
17720 -5 -3 -15
17730 -4 0 -14
17740 -3 0 -15
17750 -4 0 -15
17760 -3 0 -13
17770 -4 -3 -14
17780 -5 -3 -14
17790 -4 0 -12
17800 -4 0 -14
17810 -3 0 -18
17820 -3 0 -18
17830 -4 -4 -15
17840 -3 -4 -14
17850 -3 -3 -17
17860 -4 0 -15
17870 -2 1 -13
17880 -2 -2 -15
17890 -4 -3 -17
17900 -5 -4 -15
17910 -4 -4 -14
17920 -4 -2 -14
17930 -4 -4 -17
17940 -5 -3 -17
17950 -4 1 -17
17960 -3 1 -14
17970 -5 -3 -12
17980 -5 -4 -13
17990 -5 -3 -12
18000 -5 0 -10
18010 -4 0 -11
18020 -4 -3 -13
18030 -5 -3 -15
18040 -6 -3 -14
18050 -4 -2 -14
18060 -2 0 -15
18070 0 0 -14
18080 -2 0 -15
18090 -5 0 -15
18100 -5 -3 -14
18110 -4 -2 -15
18120 -5 1 -15
18130 -4 -2 -17
18140 -3 -2 -15
18150 -5 -3 -13
18160 -4 -3 -15
18170 -5 -4 -15
18180 -5 -3 -13
18190 -4 0 -13
18200 -5 1 -14
18210 -3 1 -14
18220 -3 0 -14
18230 -4 -2 -15
18240 -4 0 -17
18250 -3 1 -15
18260 -4 0 -14
18270 -5 -2 -15
18280 -4 -3 -14
18290 -4 -4 -13
18300 -5 -3 -15
18310 -5 -6 -18
18320 -3 -5 -14
18330 -3 -3 -14
18340 -4 -3 -13
18350 -4 0 -13
18360 -4 -3 -15
18370 -4 -2 -14
18380 -4 0 -14
18390 -5 0 -15
18400 -4 -2 -17
18410 -3 -4 -15
18420 -4 -3 -14
18430 -3 -2 -13
18440 -3 -3 -14
18450 -4 -3 -17
18460 -3 0 -17
18470 -3 -3 -15
18480 -4 -5 -17
18490 -4 -3 -14
18500 -4 0 -13
18510 -4 -2 -17
18520 -3 -3 -15
18530 -2 -2 -13
18540 -4 -2 -15
18550 -5 -2 -17
18560 -4 0 -12
18570 -3 -3 -13
18580 -4 -2 -15
18590 -5 1 -14
18600 -3 -3 -13
18610 -4 -4 -13
18620 -5 1 -12
18630 -4 0 -13
18640 -3 -3 -15
18650 0 -3 -13
18660 -2 0 -13
18670 -4 0 -14
18680 -5 -4 -17
18690 -3 -5 -15
18700 -2 -3 -12
18710 -4 -2 -12
18720 -3 0 -13
18730 -4 0 -14
18740 -3 -2 -15
18750 -3 -2 -15
18760 -4 -3 -12
18770 -4 -5 -12
18780 -4 -5 -14
18790 -5 -3 -14
18800 -4 -2 -13
18810 -3 -4 -15
18820 -3 -4 -15
18830 -5 -4 -13
18840 -5 -3 -14
18850 -4 0 -14
18860 -3 -2 -15
18870 -2 -2 -14
18880 -4 0 -14
18890 -5 -2 -15
18900 -5 -4 -15
18910 -5 -3 -14
18920 -4 -2 -13
18930 -3 -3 -11
18940 -4 -3 -13
18950 -4 1 -14
18960 -4 1 -13
18970 -4 -2 -14
18980 -3 0 -14
18990 -2 1 -13
19000 -3 1 -13
19010 -4 1 -14
19020 -4 0 -15
19030 -3 -4 -14
19040 -4 -4 -13
19050 -3 -2 -14
19060 -3 -2 -14
19070 -4 -2 -14
19080 -3 -2 -12
19090 -4 -2 -12
19100 -5 -2 -15
19110 -5 -4 -17
19120 -4 -2 -15
19130 -4 0 -17
19140 -5 -2 -17
19150 -5 -2 -15
19160 -4 -4 -15
19170 -4 -6 -15
19180 -4 -5 -14
19190 -3 -4 -15
19200 -4 -4 -14
19210 -5 -4 -14
19220 -5 -3 -14
19230 -4 -2 -13
19240 -2 -2 -14
19250 -4 -3 -15
19260 -5 -3 -15
19270 -5 -2 -17
19280 -4 -2 -15
19290 -3 -2 -15
19300 -5 -3 -13
19310 -5 -2 -12
19320 -3 0 -13
19330 -3 -2 -13
19340 -5 -3 -15
19350 -5 -2 -15
19360 -5 0 -13
19370 -5 -2 -14
19380 -4 -5 -15
19390 -3 -4 -13
19400 -4 -4 -12
19410 -6 -4 -12
19420 -5 -3 -13
19430 -4 -2 -14
19440 -3 -2 -15
19450 -4 -3 -17
19460 -6 -3 -17
19470 -4 -2 -15
19480 -4 -4 -15
19490 -5 -4 -15
19500 -5 0 -14
19510 -5 -4 -13
19520 -5 -3 -13
19530 -5 0 -14
19540 -5 -2 -15
19550 -5 -2 -15
19560 -5 0 -14
19570 -4 2 -13
19580 -3 1 -14
19590 -3 -2 -14
19600 -3 -2 -12
19610 -4 -3 -13
19620 -4 -2 -13
19630 -2 0 -12
19640 0 -4 -12
19650 -3 -5 -12
19660 -4 -4 -13
19670 -4 -2 -14
19680 -5 0 -13
19690 -4 -2 -13
19700 -3 -2 -14
19710 -4 0 -13
19720 -4 0 -12
19730 -4 0 -11
19740 -5 2 -12
19750 -5 0 -11
19760 -2 -2 -11
19770 1 -2 -13
19780 0 -3 -13
19790 -2 -2 -13
19800 -4 0 -12
19810 -5 -2 -12
19820 -4 -2 -11
19830 -4 1 -11
19840 -5 0 -15
19850 -5 -2 -17
19860 -3 -2 -13
19870 -3 0 -11
19880 -4 0 -13
19890 -3 -3 -13
19900 -3 0 -14
19910 -4 0 -13
19920 -3 -4 -14
19930 -3 -2 -14
19940 -4 0 -13
19950 -2 -4 -13
19960 -2 -3 -13
19970 -4 -3 -14
19980 -5 -4 -15
19990 -4 -3 -14
20000 -4 -3 -11
20010 -3 -2 -12
20020 -3 -2 -14
20030 -3 -2 -14
20040 -5 -2 -14
20050 -4 -2 -14
20060 -4 -4 -13
20070 -5 -3 -14
20080 -4 1 -14
20090 -4 0 -13
20100 -4 -4 -13
20110 -3 -4 -12
20120 -2 -2 -13
20130 -3 -4 -14
20140 -4 -5 -14
20150 -4 -3 -15
20160 -4 0 -17
20170 -3 1 -17
20180 -4 0 -15
20190 -4 -3 -15
20200 -4 -3 -13
20210 -5 -3 -12
20220 -4 0 -12
20230 -4 0 -13
20240 -4 0 -14
20250 -3 0 -14
20260 -4 -2 -14
20270 -5 -3 -13
20280 -4 -4 -14
20290 -3 -3 -14
20300 -3 -3 -13
20310 -4 -3 -15
20320 -3 0 -13
20330 -2 1 -12
20340 -3 0 -13
20350 -2 0 -14
20360 -3 1 -14
20370 -5 1 -13
20380 -4 1 -11
20390 -3 1 -13
20400 -3 1 -17
20410 -4 -2 -15
20420 -5 -3 -14
20430 -4 -3 -14
20440 -3 0 -14
20450 -4 0 -14
20460 -4 -3 -14
20470 -3 -3 -14
20480 -4 -2 -13
20490 -3 0 -12
20500 -2 -2 -14
20510 -4 -3 -15
20520 -5 -3 -15
20530 -5 -4 -14
20540 -4 -3 -13
20550 -3 -3 -12
20560 -4 -4 -12
20570 -4 -2 -14
20580 -4 -2 -15
20590 -5 -2 -15
20600 -5 1 -15
20610 -3 -2 -14
20620 -2 -3 -12
20630 -3 -2 -14
20640 -5 -4 -17
20650 -6 -2 -14
20660 -5 0 -12
20670 -4 -2 -13
20680 -3 -3 -14
20690 -2 -3 -15
20700 -2 0 -14
20710 -3 1 -14
20720 -4 0 -14
20730 -4 -5 -15
20740 -4 -5 -15
20750 -4 -2 -15
20760 -4 -2 -15
20770 -4 -2 -14
20780 -6 -3 -14
20790 -7 -2 -15
20800 -5 0 -14
20810 -2 -2 -12
20820 -2 -3 -13
20830 -3 -3 -13
20840 -4 0 -13
20850 -2 0 -13
20860 0 0 -14
20870 -4 -3 -15
20880 -3 -4 -15
20890 -4 -4 -15
20900 -4 -3 -15
20910 -5 0 -15
20920 -5 -3 -15
20930 -5 -5 -17
20940 -4 0 -15
20950 -3 0 -14
20960 -3 -3 -15
20970 -4 -3 -14
20980 -4 -2 -14
20990 -4 -2 -14
21000 -5 -2 -14
21010 -4 -2 -14
21020 -3 -2 -14
21030 -4 -2 -14
21040 -3 -2 -15
21050 -3 1 -14
21060 -3 0 -15
21070 -2 0 -17
21080 -3 1 -15
21090 -5 -3 -14
21100 -4 -6 -14
21110 -4 -5 -17
21120 -4 -3 -17
21130 -4 0 -15
21140 -4 -2 -15
21150 -4 -4 -15
21160 -3 -3 -17
21170 -2 -2 -15
21180 -3 -4 -14
21190 -4 -3 -14
21200 -5 -3 -15
21210 -5 -2 -15
21220 -4 0 -14
21230 -4 -3 -12
21240 -3 -2 -14
21250 -3 -2 -14
21260 -5 -3 -14
21270 -5 -3 -17
21280 -4 -3 -18
21290 -4 -4 -14
21300 -4 -2 -12
21310 -5 1 -14
21320 -4 1 -14
21330 -4 -2 -14
21340 -5 -4 -17
21350 -4 -3 -15
21360 -4 -3 -15
21370 -4 -2 -14
21380 -4 -2 -14
21390 -2 1 -14
21400 -3 0 -15
21410 -5 -5 -17
21420 -4 -4 -15
21430 -4 -2 -13
21440 -3 -3 -14
21450 -4 -2 -15
21460 -4 -3 -15
21470 -4 -3 -15
21480 -4 -2 -15
21490 -4 -3 -14
21500 -3 -4 -14
21510 -4 -3 -15
21520 -5 -2 -15
21530 -5 -2 -12
21540 -5 -2 -11
21550 -5 0 -13
21560 -7 0 -14
21570 -6 -2 -14
21580 -4 0 -14
21590 -4 1 -14
21600 -5 -2 -13
21610 -4 -4 -12
21620 -4 -3 -13
21630 -4 -4 -15
21640 -4 -3 -17
21650 -2 -2 -13
21660 -2 -2 -13
21670 -5 -2 -17
21680 -5 -4 -15
21690 -4 -3 -14
21700 -3 -2 -14
21710 0 -2 -14
21720 -2 0 -13
21730 -4 -4 -15
21740 -5 -3 -17
21750 -5 -2 -14
21760 -4 0 -14
21770 -4 -3 -14
21780 -4 -5 -15
21790 -4 -5 -14
21800 -4 -4 -14
21810 -4 -2 -14
21820 -4 -3 -17
21830 -4 -4 -17
21840 -5 -2 -14
21850 -5 0 -14
21860 -4 -2 -14
21870 -3 -3 -13
21880 -4 -4 -13
21890 -5 -2 -13
21900 -4 -2 -12
21910 -4 -2 -13
21920 -5 -2 -12
21930 -5 -3 -12
21940 -4 -2 -14
21950 -4 -2 -14
21960 -5 -4 -11
21970 -5 -3 -12
21980 -5 -2 -13
21990 -6 -3 -12
22000 -5 -4 -15
22010 -4 -3 -14
22020 -5 0 -12
22030 -7 -2 -14
22040 -6 -3 -14
22050 -4 0 -13
22060 -2 2 -13
22070 -3 -2 -14
22080 -4 -4 -15
22090 -4 0 -17
22100 -3 -2 -15
22110 -3 -2 -14
22120 -6 -4 -15
22130 -6 -6 -18
22140 -5 -4 -17
22150 -5 -4 -15
22160 -4 -4 -17
22170 -5 -5 -15
22180 -5 -5 -14
22190 -4 -5 -15
22200 -4 -3 -15
22210 -4 -2 -13
22220 -4 -3 -13
22230 -4 -4 -15
22240 -4 -3 -15
22250 -4 -2 -15
22260 -4 -2 -15
22270 -4 -2 -13
22280 -3 -2 -13
22290 -6 -4 -14
22300 -6 -5 -13
22310 -5 -2 -14
22320 -4 -3 -14
22330 -4 -4 -14
22340 -4 -2 -13
22350 -4 0 -14
22360 -4 0 -15
22370 -5 -3 -15
22380 -4 -3 -17
22390 -3 -3 -14
22400 -4 -4 -13
22410 -4 0 -15
22420 -4 1 -17
22430 -5 -3 -15
22440 -4 -4 -15
22450 -5 -2 -17
22460 -6 -2 -18
22470 -5 -2 -18
22480 -5 0 -14
22490 -7 -3 -14
22500 -5 -5 -14
22510 -3 -5 -13
22520 -3 -2 -15
22530 -4 0 -14
22540 -4 -3 -12
22550 -3 -3 -14
22560 -4 0 -14
22570 -5 0 -14
22580 -5 -2 -17
22590 -4 -2 -15
22600 -4 -3 -15
22610 -5 -4 -17
22620 -6 -2 -18
22630 -6 0 -19
22640 -4 0 -17
22650 -3 -5 -15
22660 -4 -5 -17
22670 -5 -3 -17
22680 -4 -3 -15
22690 -4 -2 -13
22700 -5 -4 -14
22710 -5 -5 -14
22720 -5 -4 -13
22730 -6 -4 -14
22740 -6 -2 -15
22750 -5 -2 -15
22760 -4 -3 -13
22770 -4 -4 -13
22780 -4 -4 -14
22790 -4 -6 -15
22800 -3 -5 -15
22810 -4 -4 -13
22820 -5 -4 -13
22830 -3 -3 -17
22840 -4 -2 -15
22850 -5 0 -12
22860 -5 1 -12
22870 -5 0 -14
22880 -5 -3 -15
22890 -5 0 -14
22900 -5 -2 -15
22910 -7 -4 -15
22920 -5 -3 -13
22930 -5 -4 -12
22940 -5 -5 -14
22950 -4 -5 -15
22960 -3 -3 -14
22970 -4 -3 -15
22980 -6 0 -17
22990 -4 0 -15
23000 -3 -2 -15
23010 -3 -2 -15
23020 -4 -3 -14
23030 -5 -2 -15
23040 -5 0 -15
23050 -3 -3 -14
23060 -2 -3 -14
23070 -2 -2 -13
23080 -3 -3 -13
23090 -3 -3 -12
23100 -3 0 -11
23110 -4 -2 -14
