Name "YT Scope Project" 
File "H:\mscthesisgeert\MScThesisTemplate\Code\AGC_functions\dSPACE_TwinCAT_recordings\NoiseMeas0V_2.csv" 
"Starttime of export" 133014769934170000 "dinsdag 5 juli 2022" 08:43:13.417 
"Endtime of export" 133014770241547049 "dinsdag 5 juli 2022" 08:43:44.154 


Name AI_df1 AI_df2 AI_dPtie1

23120 -4 -2 -15
23130 -4 0 -13
23140 -4 -3 -14
23150 -3 -3 -14
23160 -4 -3 -13
23170 -5 -3 -14
23180 -4 -2 -13
23190 -5 -3 -13
23200 -5 -4 -14
23210 -4 -3 -15
23220 -4 0 -14
23230 -4 -3 -13
23240 -5 -4 -12
23250 -5 -3 -11
23260 -4 0 -14
23270 -4 -2 -15
23280 -5 -2 -14
23290 -4 -3 -15
23300 -5 -3 -13
23310 -5 -3 -13
23320 -4 -4 -15
23330 -4 -5 -14
23340 -5 -9 -12
23350 -4 -5 -13
23360 -2 0 -15
23370 -3 -2 -15
23380 -4 -5 -15
23390 -5 -5 -15
23400 -4 -2 -14
23410 -3 -2 -14
23420 -4 -3 -17
23430 -4 -3 -18
23440 0 -3 -15
23450 -3 -3 -15
23460 -5 -3 -15
23470 -4 -2 -14
23480 -4 -3 -14
23490 -4 -3 -14
23500 -3 -2 -14
23510 -4 0 -13
23520 -5 -2 -13
23530 -4 -3 -17
23540 -4 -2 -18
23550 -4 -3 -15
23560 -5 -4 -14
23570 -5 -5 -14
23580 -3 -4 -14
23590 -2 -4 -14
23600 -4 -5 -15
23610 -4 -4 -17
23620 -3 -3 -15
23630 -4 -3 -13
23640 -4 -4 -14
23650 -3 -3 -17
23660 -5 0 -14
23670 -4 0 -14
23680 -2 -2 -15
23690 -2 -3 -15
23700 -5 -3 -15
23710 -5 -2 -15
23720 -4 -2 -14
23730 -5 -3 -14
23740 -5 -2 -15
23750 -4 1 -14
23760 -4 1 -12
23770 -3 0 -12
23780 -4 -2 -15
23790 -6 -3 -17
23800 -5 -3 -15
23810 -4 -3 -14
23820 -4 -3 -13
23830 -4 1 -14
23840 -4 0 -17
23850 -4 -4 -17
23860 -4 1 -14
23870 -5 2 -15
23880 -4 -2 -15
23890 -3 -3 -14
23900 -3 -5 -14
23910 -3 -4 -17
23920 -4 -4 -17
23930 -4 -4 -15
23940 -4 -4 -15
23950 -4 -3 -14
23960 -4 -2 -13
23970 -4 -4 -13
23980 -4 -5 -14
23990 -4 -3 -17
24000 -4 0 -17
24010 -5 -4 -17
24020 -5 -4 -14
24030 -5 -2 -11
24040 -6 -3 -12
24050 -5 -3 -15
24060 -5 -2 -14
24070 -4 -2 -13
24080 -4 -3 -15
24090 -5 -3 -17
24100 -3 -5 -17
24110 -2 -3 -17
24120 -4 -3 -15
24130 -6 -3 -14
24140 -4 -2 -17
24150 -4 -6 -17
24160 -4 -6 -17
24170 -4 -3 -18
24180 -6 -4 -15
24190 -5 -5 -14
24200 -4 -5 -15
24210 -5 -5 -15
24220 -5 -4 -14
24230 -4 -2 -12
24240 -5 1 -13
24250 -5 -2 -13
24260 -4 -3 -13
24270 -5 -2 -13
24280 -6 -2 -13
24290 -5 -3 -14
24300 -4 -3 -15
24310 -3 -3 -13
24320 -4 -4 -13
24330 -5 -3 -17
24340 -3 -3 -18
24350 -3 -4 -15
24360 -3 -2 -14
24370 -6 -2 -14
24380 -5 -2 -14
24390 -2 -2 -14
24400 -2 -3 -14
24410 -4 -4 -17
24420 -3 -3 -17
24430 -4 0 -17
24440 -5 0 -15
24450 -4 -2 -14
24460 -4 -4 -15
24470 -5 -4 -18
24480 -5 -2 -17
24490 -4 0 -14
24500 -4 1 -14
24510 -4 1 -15
24520 -2 -2 -14
24530 -3 -4 -14
24540 -5 -4 -14
24550 -5 -4 -15
24560 -6 0 -14
24570 -6 -2 -14
24580 -4 -2 -14
24590 -4 1 -11
24600 -4 0 -13
24610 -3 0 -14
24620 -3 -2 -15
24630 -3 -2 -18
24640 -4 -2 -18
24650 -5 -2 -15
24660 -5 1 -15
24670 -5 0 -17
24680 -6 -2 -14
24690 -5 -3 -14
24700 -4 -2 -14
24710 -5 -4 -17
24720 -4 -5 -17
24730 -2 -2 -13
24740 -4 0 -12
24750 -5 0 -12
24760 -4 0 -12
24770 -5 0 -12
24780 -5 -3 -14
24790 -4 -2 -13
24800 -4 0 -13
24810 -4 0 -14
24820 -2 -3 -14
24830 -3 -4 -18
24840 -5 -3 -17
24850 -5 -2 -13
24860 -4 -3 -14
24870 -4 -3 -15
24880 -4 0 -14
24890 -4 -3 -14
24900 -3 -4 -14
24910 -4 -3 -13
24920 -5 -2 -14
24930 -4 -3 -13
24940 -4 -3 -12
24950 -5 -3 -13
24960 -5 -2 -14
24970 -4 1 -14
24980 -4 0 -14
24990 -5 -4 -15
25000 -4 -6 -15
25010 -4 -4 -14
25020 -5 0 -15
25030 -5 -2 -14
25040 -4 -3 -13
25050 -4 0 -13
25060 -5 -2 -14
25070 -4 -2 -13
25080 -4 -2 -14
25090 -4 -4 -17
25100 -4 -2 -18
25110 -4 0 -17
25120 -4 -3 -14
25130 -6 -4 -13
25140 -5 -3 -13
25150 -5 -3 -14
25160 -5 -4 -15
25170 -5 -3 -14
25180 -4 -2 -12
25190 -4 0 -14
25200 -4 0 -17
25210 -5 -4 -18
25220 -6 -4 -17
25230 -4 -3 -18
25240 -3 -3 -17
25250 -3 -2 -15
25260 -3 0 -14
25270 -3 1 -12
25280 -5 1 -14
25290 -4 -3 -17
25300 -4 -3 -15
25310 -5 -2 -15
25320 -5 -3 -14
25330 -5 -5 -15
25340 -4 -3 -17
25350 -4 -2 -14
25360 -4 -2 -13
25370 -4 -5 -14
25380 -4 -3 -15
25390 -3 -2 -14
25400 -3 -3 -14
25410 -3 -3 -14
25420 -4 -4 -14
25430 -5 -3 -17
25440 -5 -5 -18
25450 -5 -6 -17
25460 -4 -4 -15
25470 -3 -3 -14
25480 -3 -2 -14
25490 -4 -2 -15
25500 -4 -3 -15
25510 -2 -3 -13
25520 -3 -3 -13
25530 -5 -2 -13
25540 -3 -3 -13
25550 -3 -3 -14
25560 -4 -2 -13
25570 -5 -2 -12
25580 -5 -2 -13
25590 -4 -3 -15
25600 -4 0 -14
25610 -3 -2 -11
25620 -3 -3 -14
25630 -5 -3 -14
25640 -5 -2 -14
25650 -4 0 -15
25660 -5 -4 -14
25670 -5 -2 -15
25680 -4 0 -15
25690 -3 -3 -13
25700 -4 -2 -14
25710 -5 -3 -15
25720 -4 -5 -15
25730 -3 -5 -15
25740 -3 -5 -14
25750 -5 -3 -12
25760 -5 -2 -12
25770 -4 -2 -15
25780 -3 -3 -15
25790 -3 -3 -14
25800 -4 -2 -15
25810 -3 0 -14
25820 -4 -3 -14
25830 -5 -2 -13
25840 -4 -2 -12
25850 -4 -5 -14
25860 -3 -3 -14
25870 -3 -2 -14
25880 -2 -2 -15
25890 -3 -3 -18
25900 -6 -5 -17
25910 -6 -4 -15
25920 -4 -3 -15
25930 -5 -3 -14
25940 -8 -3 -15
25950 -7 -3 -15
25960 -4 -4 -14
25970 -4 -3 -14
25980 -3 -2 -15
25990 -4 -3 -17
26000 -6 -3 -15
26010 -4 -2 -14
26020 -3 -2 -15
26030 -5 -3 -15
26040 -4 -2 -14
26050 -3 0 -14
26060 -3 -2 -14
26070 -3 -3 -13
26080 -3 -2 -13
26090 -3 -2 -14
26100 -4 -4 -15
26110 -6 -4 -17
26120 -6 -2 -17
26130 -5 0 -15
26140 -3 -2 -15
26150 -3 -3 -15
26160 -4 -2 -15
26170 -4 0 -17
26180 -3 -2 -15
26190 -2 0 -14
26200 -4 -2 -15
26210 -4 -3 -15
26220 -5 -4 -15
26230 -5 -3 -15
26240 -4 0 -14
26250 -4 -2 -14
26260 -5 -4 -15
26270 -6 -4 -17
26280 -5 -3 -14
26290 -4 -2 -12
26300 -5 -2 -10
26310 -5 -3 -11
26320 -4 -3 -17
26330 -4 -2 -17
26340 -5 -4 -15
26350 -5 -3 -15
26360 -4 0 -18
26370 -5 -2 -15
26380 -5 -2 -12
26390 -4 -2 -11
26400 -4 -3 -12
26410 -5 -4 -12
26420 -4 -3 -13
26430 -4 -3 -15
26440 -4 0 -13
26450 -3 -2 -11
26460 -3 -3 -12
26470 -3 1 -13
26480 0 0 -11
26490 -2 -3 -12
26500 -4 -3 -13
26510 -5 -3 -12
26520 -5 -2 -13
26530 -6 -3 -14
26540 -5 -3 -15
26550 -5 -4 -15
26560 -5 -4 -14
26570 -4 -2 -15
26580 -4 -2 -15
26590 -4 -3 -14
26600 -4 -2 -14
26610 -4 0 -13
26620 -4 -2 -14
26630 -4 -3 -14
26640 -4 -2 -14
26650 -5 -2 -13
26660 -6 -3 -14
26670 -5 -2 -14
26680 -4 -4 -15
26690 -2 -4 -14
26700 -2 0 -11
26710 -4 -4 -12
26720 -4 -4 -15
26730 -4 -2 -15
26740 -5 -2 -12
26750 -3 -3 -12
26760 -3 -4 -14
26770 -4 0 -15
26780 -4 -2 -17
26790 -4 -4 -15
26800 -3 -2 -14
26810 -3 -2 -15
26820 -5 -4 -15
26830 -6 -4 -17
26840 -4 -4 -15
26850 -4 -5 -13
26860 -6 -5 -14
26870 -5 -2 -14
26880 -2 1 -13
26890 -3 -2 -14
26900 -5 -3 -14
26910 -7 -4 -14
26920 -5 -2 -17
26930 -2 -3 -15
26940 -4 -4 -13
26950 -5 -4 -14
26960 -4 -3 -17
26970 -4 -2 -17
26980 -3 -2 -14
26990 -4 -2 -15
27000 -5 -2 -14
27010 -5 0 -13
27020 -4 0 -14
27030 -4 0 -13
27040 -3 1 -13
27050 -2 1 -15
27060 -3 -4 -14
27070 -4 -4 -13
27080 -4 0 -13
27090 -4 -2 -14
27100 -4 -2 -17
27110 -4 -2 -18
27120 -4 -3 -14
27130 -5 -3 -13
27140 -6 -3 -15
27150 -4 -2 -15
27160 -3 0 -13
27170 -4 -2 -15
27180 -4 -4 -17
27190 -3 -4 -14
27200 -2 -2 -14
27210 -3 1 -14
27220 -4 -2 -14
27230 -4 -3 -14
27240 -4 0 -13
27250 -2 -2 -14
27260 -3 -2 -15
27270 -3 -2 -14
27280 -2 -2 -15
27290 0 0 -17
27300 -3 1 -14
27310 -4 -2 -14
27320 -3 -3 -15
27330 -2 -3 -14
27340 0 -4 -12
27350 0 -3 -13
27360 -4 -3 -15
27370 -5 -3 -13
27380 -4 -3 -13
27390 -5 -3 -15
27400 -5 -5 -17
27410 -4 -4 -14
27420 -4 -2 -13
27430 -5 -2 -13
27440 -4 1 -12
27450 -3 0 -13
27460 -3 -2 -13
27470 -2 0 -13
27480 -3 0 -15
27490 -4 -2 -15
27500 -4 -3 -14
27510 -5 -3 -14
27520 -5 -3 -13
27530 -4 -4 -14
27540 -3 -2 -15
27550 -2 1 -15
27560 -3 -3 -14
27570 -4 -6 -15
27580 -4 -6 -15
27590 -5 -4 -14
27600 -5 -6 -14
27610 -4 -7 -13
27620 -4 -3 -14
27630 -3 -2 -14
27640 -4 -3 -14
27650 -4 0 -14
27660 -4 -3 -14
27670 -5 -4 -14
27680 -7 -3 -14
27690 -5 -2 -14
27700 -5 -2 -13
27710 -5 -2 -12
27720 -4 -3 -13
27730 -4 -5 -13
27740 -2 -3 -14
27750 0 0 -14
27760 -2 0 -14
27770 -4 0 -13
27780 -5 -2 -14
27790 -5 -4 -15
27800 -5 -3 -14
27810 -4 0 -13
27820 -4 1 -14
27830 -4 1 -17
27840 -2 0 -15
27850 -3 -2 -14
27860 -6 -2 -17
27870 -5 -2 -17
27880 -4 -3 -15
27890 -4 -3 -15
27900 -4 -2 -15
27910 -4 -2 -15
27920 -4 -2 -14
27930 -4 0 -13
27940 -3 0 -15
27950 -4 -2 -15
27960 -3 -2 -13
27970 -3 -2 -14
27980 -3 -2 -18
27990 0 0 -15
28000 -2 1 -15
28010 -5 -2 -17
28020 -5 -3 -15
28030 -5 -4 -17
28040 -5 -3 -15
28050 -5 -3 -14
28060 -4 -3 -13
28070 -4 -2 -13
28080 -4 -3 -15
28090 -5 -3 -17
28100 -3 -4 -15
28110 -3 -4 -15
28120 -4 -2 -17
28130 -5 -2 -15
28140 -5 -2 -15
28150 -5 -3 -15
28160 -2 -2 -14
28170 -2 0 -15
28180 -4 -2 -14
28190 -3 -2 -13
28200 -3 -4 -14
28210 -3 -2 -14
28220 -4 -3 -15
28230 -4 -5 -14
28240 -3 -2 -13
28250 -4 0 -14
28260 -5 1 -13
28270 -5 1 -12
28280 -4 -3 -11
28290 -3 -4 -13
28300 -4 -2 -14
28310 -3 -2 -15
28320 -3 -2 -14
28330 -4 0 -15
28340 -4 -4 -15
28350 -4 -4 -17
28360 -3 -4 -15
28370 -2 -5 -13
28380 -2 -3 -14
28390 -4 -2 -15
28400 -4 -3 -14
28410 -4 -6 -14
28420 -5 -7 -14
28430 -5 -4 -13
28440 -5 -2 -14
28450 -4 -2 -13
28460 -4 -2 -13
28470 -6 0 -15
28480 -6 -3 -14
28490 -4 -3 -13
28500 -5 -2 -14
28510 -5 -2 -15
28520 -3 0 -14
28530 -3 -2 -13
28540 -5 -4 -13
28550 -3 -4 -13
28560 -3 -3 -13
28570 -4 -2 -14
28580 -2 -4 -15
28590 -3 -3 -13
28600 -4 1 -12
28610 -5 0 -14
28620 -5 -3 -15
28630 -3 -3 -15
28640 -3 1 -13
28650 -4 -2 -13
28660 -3 -6 -15
28670 -4 -3 -17
28680 -4 0 -15
28690 -5 -2 -14
28700 -5 -3 -17
28710 -4 -4 -17
28720 -4 -3 -14
28730 -3 0 -12
28740 -4 -3 -14
28750 -5 -4 -15
28760 -3 -2 -11
28770 -4 -2 -11
28780 -6 -4 -13
28790 -6 -3 -12
28800 -5 -2 -13
28810 -5 -4 -14
28820 -3 -2 -14
28830 -4 0 -14
28840 -4 0 -15
28850 -4 0 -17
28860 -2 -2 -14
28870 -3 -2 -12
28880 -5 -2 -12
28890 -6 -2 -14
28900 -4 -4 -15
28910 -2 -3 -15
28920 -3 -3 -14
28930 -4 -5 -13
28940 -6 -3 -13
28950 -5 -4 -14
28960 -4 -5 -15
28970 -5 -2 -17
28980 -5 0 -15
28990 -5 0 -14
29000 -4 -4 -15
29010 -4 -3 -18
29020 -4 -3 -15
29030 -4 -3 -14
29040 -4 -3 -15
29050 -4 -3 -13
29060 -5 0 -11
29070 -4 -2 -12
29080 -3 -2 -14
29090 -3 -2 -17
29100 -3 -3 -18
29110 -4 -3 -15
29120 -4 -2 -15
29130 -3 -2 -15
29140 -4 -2 -15
29150 -4 0 -13
29160 -4 1 -14
29170 -5 0 -15
29180 -5 -3 -13
29190 -4 -5 -13
29200 -4 -6 -13
29210 -5 -4 -14
29220 -5 -4 -17
29230 -5 -4 -17
29240 -6 -2 -15
29250 -5 0 -14
29260 -4 0 -13
29270 -2 0 -13
29280 -3 0 -13
29290 -5 -3 -14
29300 -5 -3 -12
29310 -4 -3 -12
29320 -4 -3 -12
29330 -5 -4 -13
29340 -5 -5 -14
29350 -5 -4 -15
29360 -4 -2 -15
29370 -3 -3 -15
29380 -3 -5 -13
29390 -4 -4 -11
29400 -6 0 -13
29410 -6 -3 -15
29420 -4 -4 -17
29430 -4 -4 -14
29440 -4 -4 -13
29450 -2 -2 -12
29460 0 0 -13
29470 -4 -2 -15
29480 -5 -4 -15
29490 -4 -2 -14
29500 -4 1 -14
29510 -4 1 -15
29520 -4 0 -15
29530 -4 -2 -14
29540 -4 -3 -15
29550 -4 -4 -17
29560 -4 -4 -15
29570 -4 -3 -14
29580 -5 -3 -14
29590 -3 -5 -17
29600 -3 -5 -15
29610 -5 -3 -15
29620 -3 -2 -17
29630 -5 -2 -18
29640 -5 -2 -17
29650 -3 -2 -14
29660 -4 -4 -13
29670 -5 -3 -14
29680 -5 -3 -14
29690 -5 -5 -15
29700 -4 -3 -17
29710 -3 -3 -15
29720 -4 -3 -15
29730 -6 0 -15
29740 -6 1 -15
29750 -4 -3 -15
29760 -3 -3 -14
29770 -4 -3 -12
29780 -5 -3 -13
29790 -5 -2 -14
29800 -4 -2 -14
29810 -2 1 -12
29820 -4 1 -13
29830 -6 -2 -15
29840 -5 -3 -15
29850 -5 -4 -15
29860 -5 -3 -17
29870 -5 -3 -14
29880 -4 -3 -13
29890 -4 -3 -15
29900 -4 -2 -17
29910 -4 -5 -15
29920 -5 -4 -13
29930 -4 0 -14
29940 -4 0 -15
29950 -4 -3 -15
29960 -4 -3 -14
29970 -4 -3 -12
29980 -5 -4 -12
29990 -5 -2 -12
30000 -3 0 -12
30010 -2 -2 -13
30020 -3 -3 -13
30030 -5 -3 -15
30040 -6 -2 -15
30050 -5 -2 -13
30060 -4 -3 -13
30070 -4 -3 -14
30080 -3 0 -15
30090 -4 -2 -14
30100 -4 -5 -14
30110 -4 -3 -13
30120 -5 -3 -13
30130 -6 -4 -14
30140 -5 -3 -15
30150 -3 0 -15
30160 -3 1 -12
30170 -3 0 -12
30180 -3 -2 -17
30190 -4 0 -15
30200 -5 0 -12
30210 -5 -2 -12
30220 -5 -2 -13
30230 -4 -3 -14
30240 -4 0 -13
30250 -5 0 -13
30260 -3 -2 -14
30270 -2 0 -14
30280 -5 -3 -14
30290 -6 -4 -17
30300 -5 -4 -18
30310 -4 -4 -15
30320 -5 -2 -15
30330 -3 0 -15
30340 -2 -2 -15
30350 -2 -2 -14
30360 -4 -2 -14
30370 -5 -3 -15
30380 -3 1 -15
30390 -5 -2 -14
30400 -6 -5 -12
30410 -4 -3 -12
30420 -4 -3 -13
30430 -2 -3 -13
30440 -4 -2 -14
30450 -6 -2 -15
30460 -5 -2 -14
30470 -4 -4 -15
30480 -4 -4 -17
30490 -3 -4 -17
30500 -3 -4 -15
30510 -4 -3 -14
30520 -3 -2 -15
30530 -3 -3 -17
30540 -4 -4 -14
30550 -4 -5 -15
30560 -3 -4 -17
30570 -4 -2 -14
30580 -4 -2 -13
30590 -3 -2 -14
30600 -2 -4 -17
30610 -3 -5 -18
30620 -4 -5 -15
30630 -4 -3 -14
30640 -5 0 -14
30650 -5 -2 -15
30660 -4 -3 -14
30670 -4 -2 -13
30680 -4 0 -15
30690 -5 0 -15
30700 -4 -2 -15
30710 -4 -5 -17
30720 -4 -7 -15
30730 -3 -4 -13
