Name "YT Scope Project" 
File "H:\mscthesisgeert\MScThesisTemplate\Code\AGC_functions\dSPACE_TwinCAT_recordings\NoiseMeas9V_2.csv" 
"Starttime of export" 133014813237620000 "dinsdag 5 juli 2022" 09:55:23.762 
23050 29524 29523 29517
23060 29521 29523 29515
23070 29520 29520 29514
23080 29521 29524 29517
23090 29524 29525 29516
23100 29525 29524 29515
23110 29525 29525 29516
23120 29526 29526 29517
23130 29525 29525 29516
23140 29521 29524 29515
23150 29521 29526 29519
23160 29520 29525 29519
23170 29521 29524 29517
23180 29524 29527 29519
23190 29523 29527 29519
23200 29523 29524 29518
23210 29525 29524 29517
23220 29525 29525 29517
23230 29524 29521 29517
23240 29525 29521 29518
23250 29525 29524 29517
23260 29524 29524 29516
23270 29525 29524 29517
23280 29524 29524 29518
23290 29524 29525 29517
23300 29525 29524 29517
23310 29524 29524 29518
23320 29523 29523 29517
23330 29524 29521 29515
23340 29523 29520 29515
23350 29524 29521 29516
23360 29526 29523 29517
23370 29524 29523 29517
23380 29523 29524 29516
23390 29521 29524 29516
23400 29520 29524 29515
23410 29523 29524 29514
23420 29525 29524 29512
23430 29524 29524 29515
23440 29524 29524 29517
23450 29523 29521 29517
23460 29523 29521 29517
23470 29521 29524 29515
23480 29520 29521 29514
23490 29525 29521 29517
23500 29526 29523 29517
23510 29524 29523 29515
23520 29521 29521 29515
23530 29524 29520 29514
23540 29525 29519 29512
23550 29523 29520 29515
23560 29521 29524 29516
23570 29521 29525 29514
23580 29524 29525 29514
23590 29525 29523 29518
23600 29524 29521 29518
23610 29524 29521 29515
23620 29524 29523 29515
23630 29525 29524 29517
23640 29524 29523 29515
23650 29525 29524 29514
23660 29525 29523 29517
23670 29524 29523 29517
23680 29523 29524 29515
23690 29524 29521 29515
23700 29526 29524 29517
23710 29525 29525 29516
23720 29524 29523 29516
23730 29524 29526 29519
23740 29524 29526 29517
23750 29523 29523 29514
23760 29521 29524 29516
23770 29523 29525 29517
23780 29525 29521 29516
23790 29525 29521 29517
23800 29524 29524 29516
23810 29524 29523 29518
23820 29525 29523 29518
23830 29525 29524 29518
23840 29524 29524 29516
23850 29523 29524 29515
23860 29524 29523 29516
23870 29523 29524 29521
23880 29524 29523 29521
23890 29526 29523 29516
23900 29525 29524 29517
23910 29523 29524 29516
23920 29524 29523 29514
23930 29525 29524 29516
23940 29524 29524 29518
23950 29523 29526 29519
23960 29523 29525 29517
23970 29523 29524 29515
23980 29523 29525 29514
23990 29523 29525 29514
24000 29525 29527 29517
24010 29527 29527 29518
24020 29525 29525 29517
24030 29525 29524 29516
24040 29524 29523 29517
24050 29524 29524 29518
24060 29524 29524 29516
24070 29524 29523 29515
24080 29525 29524 29516
24090 29523 29524 29517
24100 29521 29525 29518
24110 29523 29524 29516
24120 29523 29524 29516
24130 29524 29524 29518
24140 29524 29525 29517
24150 29524 29523 29517
24160 29525 29524 29518
24170 29523 29524 29517
24180 29523 29524 29516
24190 29525 29526 29516
24200 29525 29525 29517
24210 29523 29524 29518
24220 29524 29525 29517
24230 29525 29523 29516
24240 29520 29520 29516
24250 29520 29525 29515
24260 29524 29528 29518
24270 29524 29525 29519
24280 29523 29523 29518
24290 29523 29524 29517
24300 29523 29524 29515
24310 29524 29524 29515
24320 29525 29525 29518
24330 29526 29524 29518
24340 29523 29524 29519
24350 29523 29525 29519
24360 29523 29524 29518
24370 29523 29524 29518
24380 29524 29524 29516
24390 29521 29523 29517
24400 29521 29523 29519
24410 29524 29523 29519
24420 29523 29523 29517
24430 29524 29525 29516
24440 29525 29526 29516
24450 29523 29524 29518
24460 29523 29524 29519
24470 29523 29524 29518
24480 29523 29523 29515
24490 29521 29521 29514
24500 29523 29523 29517
24510 29523 29524 29518
24520 29520 29523 29516
24530 29520 29520 29514
24540 29523 29520 29515
24550 29524 29521 29516
24560 29524 29523 29515
24570 29524 29525 29516
24580 29524 29526 29517
24590 29523 29527 29517
24600 29523 29525 29516
24610 29523 29525 29514
24620 29524 29525 29516
24630 29523 29523 29516
24640 29521 29523 29514
24650 29521 29523 29515
24660 29521 29520 29517
24670 29524 29520 29517
24680 29524 29524 29517
24690 29524 29526 29517
24700 29527 29526 29518
24710 29526 29525 29517
24720 29525 29525 29515
24730 29524 29524 29514
24740 29520 29524 29516
24750 29523 29525 29518
24760 29524 29528 29519
24770 29524 29529 29518
24780 29523 29527 29518
24790 29521 29524 29519
24800 29524 29523 29518
24810 29525 29525 29516
24820 29525 29524 29515
24830 29524 29524 29517
24840 29526 29525 29516
24850 29526 29525 29516
24860 29523 29521 29516
24870 29521 29521 29518
24880 29523 29523 29517
24890 29524 29524 29518
24900 29524 29525 29518
24910 29524 29525 29517
24920 29521 29525 29516
24930 29520 29523 29516
24940 29524 29521 29516
24950 29525 29524 29517
24960 29524 29527 29518
24970 29523 29528 29518
24980 29524 29525 29517
24990 29523 29524 29515
25000 29520 29524 29516
25010 29521 29524 29516
25020 29521 29525 29516
25030 29521 29523 29516
25040 29520 29523 29516
25050 29520 29523 29517
25060 29523 29523 29518
25070 29523 29524 29518
25080 29523 29524 29516
25090 29523 29524 29517
25100 29521 29524 29516
25110 29521 29526 29516
25120 29521 29525 29516
25130 29520 29523 29517
25140 29521 29523 29518
25150 29525 29523 29518
25160 29525 29523 29519
25170 29523 29523 29519
25180 29521 29523 29518
25190 29524 29524 29518
25200 29523 29523 29517
25210 29520 29524 29517
25220 29521 29523 29516
25230 29521 29523 29516
25240 29524 29525 29515
25250 29526 29525 29516
25260 29526 29526 29519
25270 29526 29526 29519
25280 29525 29523 29515
25290 29525 29523 29514
25300 29524 29524 29516
25310 29523 29521 29516
25320 29523 29520 29514
25330 29523 29524 29515
25340 29521 29526 29518
25350 29523 29525 29517
25360 29525 29525 29515
25370 29525 29524 29515
25380 29524 29523 29518
25390 29524 29523 29517
25400 29523 29524 29516
25410 29524 29524 29518
25420 29525 29523 29517
25430 29524 29521 29517
25440 29524 29523 29517
25450 29527 29525 29518
25460 29527 29525 29517
25470 29524 29523 29515
25480 29521 29523 29516
25490 29521 29525 29517
25500 29524 29526 29518
25510 29525 29525 29519
25520 29525 29524 29518
25530 29525 29524 29518
25540 29524 29524 29518
25550 29523 29524 29519
25560 29525 29521 29519
25570 29525 29523 29517
25580 29524 29526 29518
25590 29523 29524 29518
25600 29523 29523 29517
25610 29524 29524 29517
25620 29524 29524 29516
25630 29525 29525 29517
25640 29524 29524 29517
25650 29521 29523 29517
25660 29523 29524 29516
25670 29523 29524 29518
25680 29521 29524 29518
25690 29521 29525 29516
25700 29524 29521 29516
25710 29524 29521 29516
25720 29525 29525 29518
25730 29526 29526 29518
25740 29523 29524 29516
25750 29524 29524 29518
25760 29525 29525 29518
25770 29525 29524 29518
25780 29523 29524 29518
25790 29523 29523 29517
25800 29524 29524 29517
25810 29523 29525 29516
25820 29523 29524 29515
25830 29525 29523 29515
25840 29524 29525 29517
25850 29524 29525 29516
25860 29523 29523 29516
25870 29523 29520 29517
25880 29524 29521 29518
25890 29524 29524 29519
25900 29524 29526 29519
25910 29524 29525 29518
25920 29524 29524 29517
25930 29524 29524 29517
25940 29524 29525 29518
25950 29524 29525 29519
25960 29524 29523 29518
25970 29524 29521 29516
25980 29524 29521 29516
25990 29523 29523 29517
26000 29523 29525 29517
26010 29523 29525 29516
26020 29525 29526 29515
26030 29526 29528 29519
26040 29526 29527 29521
26050 29525 29525 29516
26060 29523 29523 29516
26070 29521 29523 29517
26080 29521 29524 29518
26090 29524 29525 29518
26100 29523 29523 29517
26110 29525 29524 29516
26120 29525 29524 29516
26130 29523 29523 29516
26140 29523 29525 29517
26150 29523 29525 29518
26160 29524 29523 29518
26170 29524 29524 29516
26180 29524 29523 29517
26190 29523 29523 29515
26200 29521 29524 29515
26210 29523 29523 29516
26220 29524 29524 29516
26230 29524 29525 29518
26240 29521 29526 29517
26250 29523 29525 29518
26260 29521 29525 29518
26270 29521 29524 29516
26280 29521 29524 29518
26290 29520 29521 29518
26300 29519 29519 29517
26310 29523 29520 29516
26320 29525 29524 29516
26330 29524 29524 29517
26340 29521 29521 29517
26350 29521 29521 29515
26360 29524 29525 29516
26370 29521 29521 29518
26380 29520 29520 29519
26390 29523 29524 29518
26400 29521 29523 29517
26410 29519 29521 29517
26420 29521 29524 29518
26430 29524 29523 29518
26440 29523 29521 29517
26450 29524 29525 29517
26460 29524 29523 29517
26470 29521 29520 29516
26480 29523 29524 29518
26490 29524 29525 29515
26500 29523 29524 29514
26510 29523 29521 29515
26520 29523 29521 29515
26530 29523 29524 29515
26540 29524 29523 29515
26550 29525 29524 29516
26560 29525 29526 29517
26570 29526 29526 29516
26580 29525 29525 29516
26590 29523 29523 29517
26600 29525 29524 29515
26610 29526 29527 29516
26620 29523 29527 29518
26630 29521 29523 29516
26640 29523 29521 29516
26650 29524 29524 29517
26660 29521 29525 29518
26670 29521 29524 29517
26680 29523 29521 29515
26690 29523 29521 29515
26700 29521 29520 29517
26710 29523 29523 29519
26720 29520 29524 29518
26730 29519 29524 29516
26740 29523 29525 29515
26750 29524 29524 29515
26760 29521 29524 29516
26770 29523 29526 29518
26780 29525 29524 29517
26790 29524 29521 29516
26800 29524 29524 29516
26810 29524 29524 29517
26820 29523 29523 29517
26830 29523 29521 29516
26840 29523 29523 29516
26850 29525 29526 29518
26860 29524 29526 29518
26870 29523 29524 29515
26880 29523 29524 29517
26890 29523 29525 29518
26900 29524 29525 29516
26910 29523 29525 29515
26920 29520 29524 29515
26930 29521 29521 29517
26940 29523 29523 29516
26950 29525 29525 29517
26960 29524 29525 29516
26970 29521 29521 29515
26980 29520 29520 29516
26990 29524 29524 29517
27000 29525 29527 29519
27010 29523 29526 29517
27020 29520 29524 29516
27030 29521 29521 29517
27040 29524 29520 29515
27050 29525 29521 29515
27060 29524 29524 29518
27070 29521 29525 29519
27080 29521 29524 29518
27090 29523 29525 29517
27100 29523 29524 29517
27110 29524 29520 29518
27120 29524 29524 29521
27130 29523 29526 29521
27140 29521 29523 29517
27150 29524 29521 29515
27160 29525 29523 29517
27170 29525 29525 29519
27180 29523 29524 29516
27190 29521 29520 29514
27200 29520 29520 29516
27210 29521 29524 29517
27220 29521 29525 29515
27230 29520 29523 29512
27240 29520 29523 29514
27250 29523 29525 29518
27260 29524 29524 29521
27270 29523 29524 29519
27280 29523 29523 29518
27290 29524 29519 29515
27300 29524 29521 29514
27310 29523 29520 29515
27320 29523 29521 29515
27330 29523 29521 29515
27340 29524 29520 29516
27350 29524 29524 29517
27360 29526 29524 29518
27370 29526 29524 29517
27380 29525 29525 29515
27390 29525 29525 29517
27400 29525 29524 29518
27410 29524 29524 29515
27420 29523 29523 29516
27430 29523 29521 29516
27440 29524 29521 29515
27450 29521 29521 29515
27460 29521 29523 29515
27470 29524 29524 29516
27480 29525 29524 29516
27490 29525 29525 29517
27500 29523 29525 29517
27510 29521 29524 29515
27520 29524 29525 29515
27530 29523 29524 29518
27540 29520 29520 29516
27550 29520 29519 29514
27560 29523 29524 29518
27570 29524 29526 29518
27580 29524 29523 29515
27590 29523 29520 29512
27600 29523 29520 29515
27610 29524 29521 29515
27620 29524 29523 29517
27630 29525 29524 29519
27640 29525 29525 29519
27650 29523 29524 29517
27660 29523 29524 29516
27670 29524 29523 29516
27680 29524 29523 29516
27690 29523 29523 29517
27700 29521 29524 29517
27710 29524 29524 29514
27720 29525 29524 29514
27730 29524 29526 29517
27740 29521 29523 29518
27750 29523 29521 29517
27760 29526 29524 29517
27770 29526 29524 29519
27780 29525 29521 29518
27790 29524 29521 29517
27800 29523 29524 29517
27810 29523 29524 29515
27820 29520 29521 29514
27830 29520 29521 29516
27840 29523 29523 29518
27850 29524 29523 29521
27860 29523 29525 29519
27870 29523 29523 29517
27880 29521 29521 29516
27890 29521 29525 29517
27900 29524 29525 29519
27910 29524 29525 29518
27920 29523 29524 29516
27930 29521 29523 29517
27940 29521 29521 29519
27950 29523 29520 29518
27960 29521 29521 29515
27970 29523 29521 29517
27980 29523 29521 29518
27990 29524 29521 29517
28000 29523 29521 29517
28010 29523 29521 29515
28020 29525 29523 29515
28030 29523 29524 29515
28040 29520 29523 29515
28050 29521 29519 29516
28060 29524 29520 29517
28070 29524 29523 29517
28080 29523 29523 29519
28090 29524 29521 29518
28100 29524 29524 29516
28110 29524 29526 29516
28120 29525 29525 29515
28130 29523 29524 29515
28140 29521 29523 29516
28150 29521 29521 29516
28160 29524 29523 29519
28170 29524 29524 29519
28180 29523 29524 29517
28190 29521 29525 29518
28200 29521 29525 29519
28210 29523 29524 29519
28220 29525 29525 29519
28230 29525 29525 29518
28240 29524 29524 29517
28250 29525 29525 29518
28260 29524 29524 29517
28270 29521 29523 29518
28280 29520 29525 29521
28290 29523 29526 29521
28300 29524 29526 29516
28310 29524 29523 29511
28320 29523 29523 29514
28330 29524 29524 29516
28340 29524 29524 29516
28350 29524 29524 29515
28360 29523 29524 29516
28370 29523 29523 29515
28380 29523 29521 29515
28390 29523 29524 29517
28400 29523 29524 29516
28410 29524 29524 29515
28420 29524 29524 29515
28430 29525 29523 29517
28440 29525 29523 29515
28450 29523 29521 29515
28460 29524 29523 29516
28470 29525 29521 29517
28480 29525 29521 29518
28490 29524 29521 29515
28500 29524 29520 29515
28510 29525 29521 29516
28520 29525 29524 29516
28530 29524 29526 29517
28540 29523 29527 29518
28550 29525 29524 29518
28560 29525 29521 29517
28570 29523 29523 29516
28580 29525 29523 29517
28590 29526 29523 29517
28600 29526 29523 29515
28610 29525 29523 29516
28620 29524 29525 29518
28630 29524 29525 29518
28640 29524 29524 29518
28650 29521 29523 29516
28660 29523 29521 29518
28670 29525 29523 29518
28680 29524 29523 29515
28690 29524 29523 29515
28700 29524 29523 29515
28710 29524 29526 29517
28720 29524 29525 29518
28730 29523 29521 29516
28740 29523 29521 29516
28750 29523 29523 29517
28760 29521 29523 29516
28770 29523 29524 29515
28780 29525 29525 29518
28790 29524 29525 29518
28800 29524 29526 29516
28810 29525 29525 29516
28820 29526 29525 29517
28830 29526 29524 29517
28840 29525 29523 29515
28850 29524 29524 29516
28860 29523 29523 29516
28870 29523 29524 29514
28880 29524 29526 29516
28890 29525 29525 29517
28900 29523 29521 29515
28910 29521 29523 29516
28920 29521 29523 29519
28930 29524 29523 29517
28940 29526 29525 29516
28950 29525 29525 29517
28960 29524 29525 29515
28970 29523 29523 29512
28980 29523 29521 29515
28990 29524 29524 29517
29000 29524 29524 29517
29010 29524 29526 29515
29020 29524 29526 29515
29030 29524 29524 29517
29040 29523 29523 29518
29050 29524 29525 29517
29060 29526 29527 29515
29070 29525 29524 29515
29080 29521 29520 29516
29090 29523 29524 29518
29100 29524 29524 29517
29110 29525 29525 29515
29120 29526 29527 29517
29130 29525 29525 29519
29140 29523 29523 29515
29150 29523 29524 29512
29160 29525 29525 29517
29170 29524 29525 29515
29180 29524 29524 29516
29190 29524 29523 29518
29200 29523 29524 29516
29210 29523 29524 29516
29220 29523 29521 29515
29230 29523 29521 29514
29240 29524 29523 29515
29250 29525 29521 29517
29260 29524 29524 29516
29270 29523 29524 29516
29280 29525 29523 29516
29290 29526 29524 29518
29300 29524 29524 29519
29310 29521 29523 29515
29320 29525 29523 29516
29330 29525 29521 29516
29340 29523 29521 29516
29350 29524 29524 29518
29360 29521 29524 29516
29370 29523 29523 29514
29380 29526 29526 29517
29390 29523 29523 29516
29400 29519 29519 29516
29410 29520 29519 29516
29420 29523 29521 29516
29430 29523 29524 29517
29440 29523 29525 29516
29450 29523 29524 29516
29460 29525 29523 29517
29470 29525 29524 29517
29480 29524 29526 29518
29490 29524 29525 29516
29500 29524 29523 29514
29510 29525 29524 29516
29520 29524 29525 29517
29530 29523 29525 29516
29540 29524 29524 29518
29550 29524 29523 29519
29560 29525 29524 29516
29570 29524 29521 29515
29580 29523 29523 29515
29590 29523 29523 29515
29600 29521 29523 29516
29610 29520 29524 29516
29620 29520 29521 29514
29630 29521 29521 29517
29640 29524 29526 29519
29650 29524 29527 29518
29660 29524 29525 29517
29670 29521 29525 29517
29680 29524 29524 29519
29690 29526 29523 29519
29700 29524 29524 29518
29710 29523 29521 29518
29720 29524 29523 29517
29730 29524 29523 29516
29740 29523 29520 29517
29750 29525 29524 29518
29760 29525 29525 29518
29770 29524 29525 29517
29780 29524 29525 29517
29790 29525 29525 29516
29800 29525 29524 29517
29810 29523 29523 29517
29820 29523 29521 29515
29830 29524 29524 29515
29840 29525 29524 29518
29850 29525 29523 29518
29860 29524 29521 29515
29870 29523 29523 29516
29880 29523 29524 29518
29890 29524 29523 29517
29900 29525 29523 29518
29910 29524 29524 29521
29920 29524 29524 29517
29930 29521 29523 29514
29940 29523 29523 29515
29950 29526 29521 29516
29960 29524 29523 29516
29970 29521 29524 29515
29980 29521 29521 29515
29990 29524 29524 29518
30000 29524 29525 29517
30010 29524 29524 29515
30020 29523 29524 29516
30030 29523 29524 29516
30040 29524 29524 29516
30050 29524 29524 29519
30060 29523 29525 29518
30070 29524 29525 29517
30080 29523 29520 29516
30090 29524 29523 29516
30100 29524 29525 29516
30110 29523 29523 29514
30120 29524 29524 29516
30130 29524 29524 29517
30140 29525 29524 29518
30150 29524 29524 29519
30160 29524 29523 29517
30170 29525 29525 29517
30180 29525 29526 29522
30190 29524 29526 29521
30200 29524 29527 29519
30210 29525 29525 29517
30220 29524 29521 29515
30230 29524 29524 29519
30240 29524 29524 29519
30250 29524 29523 29516
30260 29526 29523 29518
30270 29524 29523 29517
30280 29523 29523 29517
30290 29525 29525 29518
30300 29525 29526 29518
30310 29524 29525 29517
30320 29524 29525 29516
30330 29525 29525 29517
30340 29525 29523 29518
30350 29524 29524 29517
30360 29521 29525 29515
30370 29523 29525 29515
30380 29525 29524 29515
30390 29524 29521 29514
30400 29525 29521 29514
30410 29526 29523 29515
30420 29525 29523 29518
30430 29526 29524 29517
30440 29526 29524 29515
30450 29524 29525 29516
30460 29524 29526 29518
30470 29523 29525 29518
30480 29521 29523 29517
30490 29523 29524 29516
30500 29523 29523 29515
30510 29524 29523 29516
30520 29524 29523 29518
30530 29524 29523 29518
30540 29523 29523 29518
30550 29523 29523 29515
30560 29523 29525 29515
30570 29523 29526 29516
30580 29525 29526 29517
30590 29526 29524 29518
30600 29527 29524 29518
30610 29526 29526 29517
30620 29524 29525 29515
30630 29524 29524 29516
30640 29525 29524 29516
30650 29525 29524 29516
30660 29521 29525 29516
30670 29520 29521 29515
30680 29525 29521 29517
30690 29525 29523 29517
30700 29521 29523 29516
30710 29521 29525 29517
30720 29521 29524 29519
30730 29521 29523 29518
30740 29523 29524 29518
30750 29523 29524 29519
30760 29523 29525 29519
30770 29523 29524 29518
30780 29525 29525 29518
30790 29528 29526 29519
30800 29527 29525 29517
30810 29525 29525 29514
30820 29524 29524 29515
30830 29521 29525 29517
30840 29524 29525 29516
30850 29524 29523 29517
30860 29524 29523 29517
30870 29525 29525 29517
30880 29525 29525 29518
30890 29525 29525 29517
30900 29523 29525 29516
30910 29523 29523 29515
30920 29521 29523 29514
30930 29523 29524 29516
30940 29525 29523 29517
30950 29524 29521 29518
30960 29525 29525 29519
30970 29526 29527 29522
30980 29523 29525 29517
30990 29521 29523 29514
31000 29525 29524 29517
31010 29526 29525 29518
31020 29524 29523 29517
31030 29523 29523 29516
31040 29525 29525 29517
31050 29526 29526 29518
31060 29524 29524 29515
31070 29520 29520 29512
31080 29520 29520 29512
31090 29521 29525 29516
31100 29524 29524 29518
31110 29525 29524 29517
31120 29524 29526 29517
31130 29524 29525 29517
31140 29524 29523 29516
31150 29523 29524 29518
31160 29523 29525 29518
31170 29524 29525 29518
31180 29525 29526 29518
31190 29524 29525 29515
31200 29525 29525 29516
31210 29523 29525 29518
31220 29521 29525 29518
31230 29523 29524 29517
31240 29524 29524 29517
31250 29525 29525 29521
31260 29524 29524 29521
31270 29523 29525 29521
31280 29523 29525 29519
31290 29524 29525 29517
31300 29524 29525 29518
31310 29521 29524 29517
31320 29521 29523 29517
31330 29524 29523 29518
31340 29525 29524 29517
31350 29525 29524 29518
31360 29525 29524 29518
31370 29524 29525 29517
31380 29524 29524 29517
31390 29523 29523 29517
31400 29521 29524 29515
31410 29523 29524 29515
31420 29521 29523 29516
31430 29521 29523 29516
31440 29524 29523 29515
31450 29524 29524 29518
31460 29523 29525 29519
31470 29521 29524 29515
31480 29523 29523 29514
31490 29523 29521 29515
31500 29525 29527 29517
31510 29524 29527 29517
31520 29521 29523 29515
31530 29524 29524 29517
31540 29525 29523 29517
31550 29524 29523 29516
31560 29524 29524 29517
31570 29524 29525 29516
31580 29525 29525 29516
31590 29524 29524 29516
31600 29523 29524 29517
31610 29523 29524 29517
31620 29525 29523 29516
31630 29526 29520 29517
31640 29525 29524 29517
31650 29524 29525 29516
31660 29525 29524 29518
31670 29523 29523 29519
31680 29524 29524 29517
31690 29524 29523 29515
31700 29523 29523 29515
31710 29524 29525 29516
31720 29520 29525 29516
31730 29521 29523 29515
31740 29523 29521 29512
31750 29521 29523 29514
31760 29524 29523 29516
31770 29525 29523 29516
31780 29523 29524 29517
31790 29524 29524 29517
31800 29525 29524 29517
31810 29525 29525 29517
31820 29523 29523 29517
31830 29521 29520 29517
31840 29523 29521 29516
31850 29524 29524 29516
31860 29524 29524 29514
31870 29524 29524 29514
31880 29524 29525 29517
31890 29524 29524 29518
31900 29524 29523 29515
31910 29525 29524 29514
31920 29525 29525 29516
31930 29526 29525 29516
31940 29526 29524 29514
31950 29524 29524 29514
31960 29521 29526 29516
31970 29521 29525 29518
31980 29525 29525 29516
31990 29524 29526 29515
32000 29521 29526 29515
32010 29521 29524 29514
32020 29521 29523 29516
32030 29520 29521 29517
32040 29520 29521 29515
32050 29523 29524 29518
32060 29523 29523 29517
32070 29523 29523 29516
32080 29524 29525 29518
32090 29524 29524 29518
32100 29526 29525 29518
32110 29526 29526 29518
32120 29524 29524 29519
32130 29524 29525 29519
32140 29524 29526 29519
32150 29521 29524 29517
32160 29521 29523 29516
32170 29523 29524 29517
32180 29524 29526 29519
32190 29524 29526 29519
32200 29525 29525 29517
32210 29525 29524 29519
32220 29525 29523 29518
32230 29523 29525 29518
32240 29523 29524 29518
32250 29524 29523 29515
32260 29524 29524 29516
32270 29524 29521 29518
32280 29524 29521 29517
32290 29525 29521 29518
32300 29525 29523 29521
32310 29525 29524 29522
32320 29524 29523 29519
32330 29523 29521 29516
32340 29523 29521 29516
32350 29525 29524 29518
32360 29526 29525 29518
32370 29524 29523 29515
32380 29524 29524 29518
32390 29525 29526 29522
32400 29525 29527 29518
32410 29524 29526 29518
32420 29524 29525 29517
32430 29525 29524 29517
32440 29526 29524 29517
32450 29526 29526 29518
32460 29527 29528 29518
32470 29525 29527 29516
32480 29525 29524 29517
32490 29524 29523 29516
32500 29521 29523 29515
32510 29523 29523 29517
32520 29523 29524 29518
32530 29524 29525 29517
32540 29525 29525 29517
32550 29525 29525 29514
32560 29523 29524 29511
32570 29523 29523 29516
32580 29525 29524 29517
32590 29525 29524 29517
32600 29523 29525 29518
32610 29523 29526 29518
32620 29525 29526 29521
32630 29524 29525 29519
32640 29521 29523 29516
32650 29523 29524 29516
32660 29524 29525 29517
32670 29523 29523 29517
32680 29523 29524 29518
32690 29524 29523 29516
32700 29523 29523 29516
32710 29523 29526 29516
32720 29523 29526 29516
32730 29523 29525 29516
32740 29521 29523 29515
32750 29521 29524 29516
32760 29523 29524 29517
32770 29521 29524 29518
32780 29524 29525 29519
32790 29523 29521 29516
32800 29523 29521 29515
32810 29523 29526 29517
32820 29525 29526 29519
32830 29525 29524 29519
32840 29523 29523 29516
32850 29523 29521 29516
32860 29523 29523 29516
32870 29521 29524 29515
32880 29521 29524 29516
32890 29523 29523 29517
32900 29523 29523 29517
32910 29521 29523 29518
32920 29521 29521 29517
32930 29520 29523 29514
32940 29523 29525 29516
32950 29524 29526 29517
32960 29525 29525 29515
32970 29524 29525 29516
32980 29521 29524 29517
32990 29523 29524 29517
33000 29523 29524 29516
33010 29521 29524 29516
33020 29523 29525 29518
33030 29525 29525 29516
33040 29523 29524 29515
33050 29521 29521 29516
33060 29523 29524 29518
33070 29523 29524 29517
33080 29524 29523 29517
33090 29525 29524 29517
33100 29523 29525 29515
33110 29520 29525 29516
33120 29521 29524 29518
33130 29524 29523 29517
33140 29524 29521 29517
33150 29523 29519 29516
33160 29521 29520 29516
33170 29520 29520 29515
33180 29523 29521 29515
33190 29524 29525 29517
33200 29524 29524 29518
33210 29525 29524 29519
