Name	YT Scope Project	
File	H:\mscthesisgeert\MScThesisTemplate\Code\AGC_functions\dSPACE_TwinCAT_recordings\NoiseMeas0V.csv	
Starttime of export	133014769934170000	dinsdag 5 juli 2022	08:43:13.417
Endtime of export	133014770253842131	dinsdag 5 juli 2022	08:43:45.384


Name	AI_df1	Name	AI_df2	Name	AI_dPtie1
SymbolComment	frequency area 1	SymbolComment	frequency area 2	SymbolComment	tie-line power flow
Data-Type	INT16	Data-Type	INT16	Data-Type	INT16
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	2	VariableSize	2	VariableSize	2
SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	61472	IndexGroup	61472	IndexGroup	61472
IndexOffset	385000	IndexOffset	385002	IndexOffset	385004
SymbolName	MAIN.AI_df1	SymbolName	MAIN.AI_df2	SymbolName	MAIN.AI_dPtie1
NetID	172.18.237.162.1.1	NetID	172.18.237.162.1.1	NetID	172.18.237.162.1.1
Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0

6080	-3	6080	-2	6080	-15
6090	-3	6090	-2	6090	-15
6100	-4	6100	-3	6100	-17
6110	-5	6110	-3	6110	-15
6120	-5	6120	-3	6120	-14
6130	-5	6130	-3	6130	-15
6140	-5	6140	-3	6140	-14
6150	-5	6150	-2	6150	-14
6160	-3	6160	1	6160	-14
6170	-3	6170	-2	6170	-14
6180	-3	6180	-5	6180	-15
6190	-3	6190	-3	6190	-15
6200	-4	6200	-3	6200	-15
6210	-4	6210	-4	6210	-14
6220	-4	6220	-2	6220	-14
6230	-3	6230	1	6230	-13
6240	-4	6240	-2	6240	-13
6250	-5	6250	-2	6250	-12
6260	-4	6260	-2	6260	-13
6270	-3	6270	-3	6270	-14
6280	-4	6280	-3	6280	-14
6290	-4	6290	-2	6290	-15
6300	-2	6300	0	6300	-15
6310	-3	6310	-2	6310	-14
6320	-4	6320	-2	6320	-12
6330	-3	6330	-3	6330	-14
6340	-3	6340	-3	6340	-14
6350	-3	6350	-2	6350	-14
6360	-4	6360	-3	6360	-15
6370	-4	6370	-5	6370	-15
6380	-3	6380	-3	6380	-17
6390	-3	6390	-4	6390	-17
6400	-3	6400	-4	6400	-15
6410	-2	6410	-2	6410	-14
6420	-3	6420	-2	6420	-14
6430	-5	6430	-3	6430	-14
6440	-5	6440	-4	6440	-15
6450	-4	6450	-2	6450	-15
6460	-3	6460	0	6460	-14
6470	-5	6470	-3	6470	-15
6480	-5	6480	-2	6480	-15
6490	-4	6490	-2	6490	-14
6500	-4	6500	-2	6500	-17
6510	-3	6510	-2	6510	-17
6520	-4	6520	-3	6520	-14
6530	-5	6530	-3	6530	-15
6540	-3	6540	-3	6540	-15
6550	-4	6550	-3	6550	-15
6560	-5	6560	-4	6560	-14
6570	-4	6570	-4	6570	-14
6580	-4	6580	-3	6580	-14
6590	-4	6590	1	6590	-13
6600	-5	6600	1	6600	-12
6610	-6	6610	-2	6610	-13
6620	-4	6620	-2	6620	-13
6630	-4	6630	-2	6630	-13
6640	-4	6640	-2	6640	-14
6650	-3	6650	-3	6650	-12
6660	-4	6660	-2	6660	-12
6670	-5	6670	-2	6670	-15
6680	-5	6680	-3	6680	-17
6690	-4	6690	-3	6690	-15
6700	-3	6700	-3	6700	-14
6710	-3	6710	-3	6710	-15
6720	-3	6720	-3	6720	-14
6730	-3	6730	0	6730	-13
6740	-3	6740	1	6740	-17
6750	-3	6750	1	6750	-18
6760	-4	6760	-2	6760	-14
6770	-6	6770	-4	6770	-13
6780	-5	6780	-4	6780	-14
6790	-4	6790	-4	6790	-15
6800	-6	6800	-3	6800	-14
6810	-5	6810	-2	6810	-13
6820	-3	6820	0	6820	-12
6830	-4	6830	-2	6830	-13
6840	-5	6840	-3	6840	-14
6850	-4	6850	0	6850	-15
6860	-4	6860	-3	6860	-13
6870	-4	6870	-3	6870	-14
6880	-4	6880	-2	6880	-17
6890	-4	6890	-2	6890	-15
6900	-5	6900	0	6900	-14
6910	-4	6910	-2	6910	-14
6920	-4	6920	-3	6920	-17
6930	-4	6930	-4	6930	-15
6940	-3	6940	-3	6940	-13
6950	-4	6950	-3	6950	-13
6960	-4	6960	-4	6960	-15
6970	-4	6970	-4	6970	-17
6980	-3	6980	-4	6980	-13
6990	-3	6990	-3	6990	-12
7000	-5	7000	-4	7000	-13
7010	-4	7010	-3	7010	-14
7020	-5	7020	-3	7020	-13
7030	-5	7030	-3	7030	-12
7040	-4	7040	-2	7040	-14
7050	-4	7050	0	7050	-15
7060	-3	7060	-2	7060	-13
7070	-2	7070	-5	7070	-13
7080	-4	7080	-3	7080	-12
7090	-4	7090	0	7090	-12
7100	-4	7100	-3	7100	-13
7110	-4	7110	-2	7110	-13
7120	-4	7120	0	7120	-13
7130	-4	7130	-2	7130	-13
7140	-4	7140	-3	7140	-13
7150	-3	7150	-3	7150	-15
7160	-4	7160	-3	7160	-15
7170	-5	7170	-2	7170	-14
7180	-6	7180	0	7180	-15
7190	-5	7190	-3	7190	-15
7200	-4	7200	-3	7200	-14
7210	-3	7210	0	7210	-14
7220	-2	7220	-2	7220	-14
7230	-4	7230	-2	7230	-12
7240	-3	7240	0	7240	-13
7250	-3	7250	-2	7250	-15
7260	-5	7260	-4	7260	-17
7270	-4	7270	-5	7270	-15
7280	-2	7280	-3	7280	-14
7290	-2	7290	-4	7290	-15
7300	-4	7300	-3	7300	-14
7310	-3	7310	1	7310	-13
7320	-3	7320	2	7320	-14
7330	-5	7330	1	7330	-15
7340	-4	7340	0	7340	-13
7350	-4	7350	-2	7350	-13
7360	-5	7360	0	7360	-15
7370	-4	7370	0	7370	-14
7380	-2	7380	-2	7380	-14
7390	-2	7390	-2	7390	-17
7400	-4	7400	-3	7400	-15
7410	-4	7410	-4	7410	-14
7420	-4	7420	-2	7420	-14
7430	-3	7430	1	7430	-14
7440	-3	7440	-3	7440	-13
7450	-4	7450	-4	7450	-12
7460	-5	7460	-3	7460	-15
7470	-5	7470	-2	7470	-15
7480	-4	7480	1	7480	-13
7490	-5	7490	-3	7490	-14
7500	-7	7500	-6	7500	-15
7510	-7	7510	-2	7510	-15
7520	-4	7520	1	7520	-14
7530	-3	7530	2	7530	-13
7540	-3	7540	1	7540	-14
7550	-2	7550	-2	7550	-15
7560	-3	7560	-4	7560	-14
7570	-4	7570	-3	7570	-14
7580	-3	7580	-2	7580	-14
7590	-3	7590	-4	7590	-15
7600	-4	7600	-2	7600	-17
7610	-3	7610	-2	7610	-14
7620	-2	7620	-4	7620	-14
7630	-5	7630	-5	7630	-15
7640	-5	7640	-4	7640	-14
7650	-4	7650	-3	7650	-17
7660	-4	7660	-3	7660	-15
7670	-3	7670	0	7670	-15
7680	-2	7680	-3	7680	-15
7690	-3	7690	-2	7690	-13
7700	-4	7700	1	7700	-14
7710	-4	7710	-2	7710	-17
7720	-4	7720	-3	7720	-15
7730	-3	7730	-2	7730	-15
7740	-2	7740	-2	7740	-18
7750	-3	7750	0	7750	-15
7760	-4	7760	-3	7760	-13
7770	-4	7770	-4	7770	-14
7780	-2	7780	-2	7780	-13
7790	-3	7790	-3	7790	-12
7800	-5	7800	-2	7800	-13
7810	-5	7810	0	7810	-13
7820	-5	7820	-3	7820	-13
7830	-4	7830	-3	7830	-13
7840	-5	7840	-3	7840	-14
7850	-6	7850	-2	7850	-14
7860	-5	7860	0	7860	-13
7870	-2	7870	1	7870	-14
7880	-2	7880	0	7880	-15
7890	-4	7890	-4	7890	-13
7900	-2	7900	-5	7900	-12
7910	-2	7910	-2	7910	-14
7920	-2	7920	0	7920	-17
7930	-4	7930	0	7930	-14
7940	-3	7940	0	7940	-13
7950	-2	7950	-4	7950	-14
7960	-3	7960	-5	7960	-15
7970	-4	7970	0	7970	-14
7980	-4	7980	1	7980	-12
7990	-3	7990	-2	7990	-15
8000	-3	8000	0	8000	-15
8010	-4	8010	-2	8010	-14
8020	-5	8020	-2	8020	-15
8030	-4	8030	-3	8030	-14
8040	-3	8040	-5	8040	-13
8050	-3	8050	-4	8050	-14
8060	-4	8060	-3	8060	-15
8070	-4	8070	0	8070	-14
8080	-4	8080	0	8080	-14
8090	-4	8090	-2	8090	-14
8100	-3	8100	1	8100	-14
8110	-3	8110	2	8110	-17
8120	-5	8120	-2	8120	-17
8130	-5	8130	-6	8130	-17
8140	-5	8140	-5	8140	-17
8150	-5	8150	-5	8150	-18
8160	-4	8160	-5	8160	-18
8170	-4	8170	-2	8170	-14
8180	-3	8180	-2	8180	-12
8190	-3	8190	-3	8190	-12
8200	-3	8200	-2	8200	-13
8210	-2	8210	0	8210	-12
8220	-3	8220	0	8220	-11
8230	-5	8230	1	8230	-14
8240	-4	8240	0	8240	-15
8250	-2	8250	-2	8250	-13
8260	-3	8260	-2	8260	-13
8270	-3	8270	-4	8270	-13
8280	-2	8280	-4	8280	-12
8290	-3	8290	-3	8290	-14
8300	-4	8300	-4	8300	-17
8310	-4	8310	-6	8310	-15
8320	-4	8320	-4	8320	-15
8330	-5	8330	-2	8330	-15
8340	-5	8340	0	8340	-14
8350	-4	8350	-3	8350	-17
8360	-3	8360	-3	8360	-17
8370	-3	8370	-3	8370	-15
8380	-4	8380	-3	8380	-13
8390	-4	8390	-4	8390	-14
8400	-2	8400	-5	8400	-15
8410	-3	8410	-2	8410	-15
8420	-5	8420	1	8420	-13
8430	-6	8430	-2	8430	-12
8440	-5	8440	-2	8440	-13
8450	-5	8450	0	8450	-12
8460	-5	8460	-3	8460	-13
8470	-3	8470	-3	8470	-14
8480	-3	8480	-3	8480	-13
8490	-4	8490	-4	8490	-14
8500	-4	8500	-4	8500	-15
8510	-4	8510	0	8510	-15
8520	-3	8520	-3	8520	-18
8530	-4	8530	-3	8530	-17
8540	-4	8540	-2	8540	-15
8550	-4	8550	-5	8550	-15
8560	-5	8560	-6	8560	-13
8570	-4	8570	-3	8570	-13
8580	-3	8580	1	8580	-15
8590	-4	8590	0	8590	-17
8600	-5	8600	-4	8600	-17
8610	-4	8610	-4	8610	-15
8620	-4	8620	-3	8620	-14
8630	-4	8630	-2	8630	-12
8640	-4	8640	-2	8640	-12
8650	-3	8650	-3	8650	-14
8660	-3	8660	-2	8660	-15
8670	-4	8670	-3	8670	-17
8680	-5	8680	-2	8680	-14
8690	-3	8690	0	8690	-13
8700	-3	8700	0	8700	-14
8710	-5	8710	2	8710	-12
8720	-4	8720	3	8720	-11
8730	-5	8730	0	8730	-13
8740	-5	8740	-2	8740	-14
8750	-2	8750	0	8750	-13
8760	-2	8760	0	8760	-14
8770	-3	8770	-3	8770	-14
8780	-3	8780	-3	8780	-14
8790	-4	8790	-3	8790	-17
8800	-5	8800	-4	8800	-15
8810	-5	8810	-4	8810	-15
8820	-4	8820	-4	8820	-18
8830	-4	8830	-3	8830	-13
8840	-4	8840	-3	8840	-13
8850	-3	8850	-3	8850	-17
8860	-3	8860	-2	8860	-14
8870	-3	8870	-2	8870	-14
8880	-3	8880	-2	8880	-15
8890	-5	8890	-4	8890	-15
8900	-4	8900	-3	8900	-14
8910	-3	8910	0	8910	-15
8920	-3	8920	-3	8920	-17
8930	-3	8930	-4	8930	-17
8940	-4	8940	-2	8940	-18
8950	-3	8950	-2	8950	-15
8960	-3	8960	1	8960	-13
8970	-3	8970	0	8970	-13
8980	-4	8980	-3	8980	-14
8990	-6	8990	0	8990	-15
9000	-5	9000	0	9000	-15
9010	-4	9010	-4	9010	-15
9020	-3	9020	-5	9020	-14
9030	-3	9030	-3	9030	-13
9040	-5	9040	-3	9040	-13
9050	-3	9050	-3	9050	-14
9060	-3	9060	-3	9060	-14
9070	-4	9070	-3	9070	-14
9080	-4	9080	-3	9080	-14
9090	-5	9090	-3	9090	-15
9100	-5	9100	-2	9100	-15
9110	-4	9110	-3	9110	-15
9120	-4	9120	-3	9120	-17
9130	-4	9130	-2	9130	-15
9140	-4	9140	0	9140	-13
9150	-4	9150	1	9150	-14
9160	-4	9160	0	9160	-14
9170	-4	9170	-2	9170	-14
9180	-3	9180	0	9180	-15
9190	-5	9190	-2	9190	-13
9200	-5	9200	-2	9200	-13
9210	-4	9210	1	9210	-17
9220	-4	9220	1	9220	-15
9230	-4	9230	-2	9230	-15
9240	-3	9240	-3	9240	-17
9250	-4	9250	-2	9250	-14
9260	-5	9260	0	9260	-14
9270	-4	9270	2	9270	-13
9280	-4	9280	1	9280	-14
9290	-4	9290	-3	9290	-15
9300	-3	9300	0	9300	-14
9310	-3	9310	0	9310	-13
9320	-3	9320	-2	9320	-12
9330	-4	9330	-3	9330	-15
9340	-5	9340	-4	9340	-15
9350	-4	9350	-2	9350	-13
9360	-4	9360	0	9360	-15
9370	-5	9370	-2	9370	-15
9380	-4	9380	-2	9380	-15
9390	-4	9390	0	9390	-15
9400	-4	9400	-3	9400	-14
9410	-3	9410	-3	9410	-13
9420	-3	9420	-2	9420	-14
9430	-4	9430	0	9430	-13
9440	-4	9440	1	9440	-11
9450	-5	9450	0	9450	-12
9460	-4	9460	0	9460	-13
9470	-3	9470	0	9470	-14
9480	-3	9480	-2	9480	-15
9490	-2	9490	-3	9490	-14
9500	-3	9500	-4	9500	-14
9510	-3	9510	-4	9510	-15
9520	-2	9520	-4	9520	-15
9530	-5	9530	0	9530	-13
9540	-4	9540	0	9540	-13
9550	-2	9550	-2	9550	-14
9560	-4	9560	-3	9560	-15
9570	-5	9570	-4	9570	-18
9580	-3	9580	0	9580	-15
9590	-3	9590	0	9590	-13
9600	-4	9600	-4	9600	-15
9610	-4	9610	-5	9610	-17
9620	-4	9620	-3	9620	-15
9630	-4	9630	0	9630	-13
9640	-3	9640	0	9640	-14
9650	-3	9650	-3	9650	-15
9660	-5	9660	-4	9660	-15
9670	-5	9670	-6	9670	-14
9680	-4	9680	-4	9680	-13
9690	-5	9690	-2	9690	-14
9700	-5	9700	-2	9700	-14
9710	-4	9710	-3	9710	-14
9720	-5	9720	-4	9720	-14
9730	-5	9730	-3	9730	-14
9740	-3	9740	-3	9740	-14
9750	-4	9750	-5	9750	-13
9760	-5	9760	-5	9760	-13
9770	-4	9770	-4	9770	-14
9780	-3	9780	0	9780	-15
9790	-4	9790	0	9790	-17
9800	-5	9800	-2	9800	-13
9810	-3	9810	-2	9810	-13
9820	-3	9820	-4	9820	-14
9830	-4	9830	-4	9830	-13
9840	-4	9840	-3	9840	-13
9850	-5	9850	-2	9850	-13
9860	-5	9860	-2	9860	-14
9870	-3	9870	-3	9870	-14
9880	-2	9880	-2	9880	-12
9890	-4	9890	-2	9890	-11
9900	-6	9900	-3	9900	-13
9910	-4	9910	-4	9910	-14
9920	-4	9920	-4	9920	-15
9930	-5	9930	-5	9930	-15
9940	-4	9940	-5	9940	-14
9950	-5	9950	-3	9950	-14
9960	-6	9960	-3	9960	-14
9970	-4	9970	-3	9970	-14
9980	-4	9980	-4	9980	-17
9990	-5	9990	-5	9990	-17
10000	-5	10000	-3	10000	-15
10010	-6	10010	-4	10010	-17
10020	-7	10020	-3	10020	-15
10030	-5	10030	-4	10030	-15
10040	-4	10040	-4	10040	-17
10050	-3	10050	-2	10050	-15
10060	-4	10060	0	10060	-14
10070	-5	10070	1	10070	-13
10080	-5	10080	0	10080	-13
10090	-6	10090	-3	10090	-14
10100	-5	10100	-3	10100	-14
10110	-4	10110	-3	10110	-14
10120	-4	10120	0	10120	-14
10130	-5	10130	1	10130	-15
10140	-5	10140	-2	10140	-14
10150	-5	10150	-2	10150	-13
10160	-6	10160	0	10160	-13
10170	-4	10170	-2	10170	-14
10180	-4	10180	-3	10180	-13
10190	-4	10190	-2	10190	-12
10200	-4	10200	-2	10200	-13
10210	-5	10210	-2	10210	-17
10220	-4	10220	-2	10220	-17
10230	-4	10230	-2	10230	-15
10240	-5	10240	0	10240	-14
10250	-5	10250	-3	10250	-14
10260	-4	10260	-6	10260	-13
10270	-6	10270	-5	10270	-15
10280	-5	10280	-2	10280	-15
10290	-5	10290	-3	10290	-14
10300	-4	10300	-3	10300	-14
10310	-3	10310	-2	10310	-13
10320	-3	10320	-3	10320	-13
10330	-3	10330	-3	10330	-13
10340	-3	10340	-3	10340	-15
10350	-3	10350	-3	10350	-17
10360	-4	10360	-3	10360	-17
10370	-4	10370	-4	10370	-15
10380	-3	10380	0	10380	-14
10390	-3	10390	-2	10390	-12
10400	-4	10400	-5	10400	-12
10410	-3	10410	-3	10410	-13
10420	-3	10420	-2	10420	-13
10430	-3	10430	-3	10430	-15
10440	-4	10440	-3	10440	-14
10450	-4	10450	-2	10450	-12
10460	-3	10460	-3	10460	-14
10470	-2	10470	-3	10470	-14
10480	-2	10480	-3	10480	-15
10490	-3	10490	-4	10490	-12
10500	-5	10500	-4	10500	-12
10510	-6	10510	-5	10510	-14
10520	-5	10520	-4	10520	-15
10530	-4	10530	-2	10530	-17
10540	-3	10540	-4	10540	-17
10550	-3	10550	-5	10550	-13
10560	-3	10560	-3	10560	-11
10570	-3	10570	-3	10570	-14
10580	-4	10580	-2	10580	-14
10590	-4	10590	-3	10590	-14
10600	-4	10600	-5	10600	-15
10610	-4	10610	-7	10610	-17
10620	-6	10620	-6	10620	-14
10630	-6	10630	-4	10630	-11
10640	-5	10640	-5	10640	-14
10650	-5	10650	-6	10650	-17
10660	-5	10660	-4	10660	-14
10670	-3	10670	-2	10670	-13
10680	-3	10680	-5	10680	-13
10690	-4	10690	-6	10690	-13
10700	-4	10700	-3	10700	-14
10710	-4	10710	-2	10710	-15
10720	-4	10720	1	10720	-17
10730	-3	10730	0	10730	-14
10740	-3	10740	-2	10740	-14
10750	-3	10750	-3	10750	-15
10760	-4	10760	-3	10760	-14
10770	-3	10770	-4	10770	-15
10780	-3	10780	-3	10780	-17
10790	-3	10790	-2	10790	-15
10800	-4	10800	-4	10800	-12
10810	-5	10810	-4	10810	-13
10820	-4	10820	0	10820	-17
10830	-5	10830	0	10830	-17
10840	-5	10840	0	10840	-17
10850	-4	10850	-3	10850	-15
10860	-5	10860	-6	10860	-15
10870	-5	10870	-6	10870	-15
10880	-4	10880	-5	10880	-15
10890	-3	10890	-3	10890	-15
10900	-5	10900	-4	10900	-17
10910	-5	10910	-5	10910	-18
10920	-3	10920	-3	10920	-13
10930	-2	10930	0	10930	-12
10940	-2	10940	-2	10940	-15
10950	-4	10950	-4	10950	-15
10960	-5	10960	-2	10960	-13
10970	-4	10970	-2	10970	-12
10980	-4	10980	-4	10980	-13
10990	-5	10990	0	10990	-12
11000	-4	11000	0	11000	-12
11010	-3	11010	-2	11010	-14
11020	-2	11020	0	11020	-14
11030	-3	11030	-3	11030	-13
11040	-3	11040	-3	11040	-14
11050	-4	11050	-4	11050	-17
11060	-4	11060	-4	11060	-17
11070	-3	11070	-2	11070	-14
11080	-2	11080	0	11080	-13
11090	-4	11090	0	11090	-12
11100	-4	11100	0	11100	-14
11110	-3	11110	0	11110	-17
11120	-3	11120	-4	11120	-15
11130	0	11130	-5	11130	-14
11140	0	11140	-4	11140	-14
11150	-3	11150	-2	11150	-12
11160	-4	11160	1	11160	-12
11170	-4	11170	-2	11170	-13
11180	-3	11180	-3	11180	-12
11190	-4	11190	-3	11190	-12
11200	-5	11200	-2	11200	-12
11210	-4	11210	-2	11210	-13
11220	-4	11220	-2	11220	-12
11230	-4	11230	0	11230	-12
11240	-4	11240	-2	11240	-13
11250	-4	11250	-4	11250	-13
11260	-4	11260	-4	11260	-11
11270	-6	11270	-2	11270	-13
11280	-5	11280	-2	11280	-15
11290	-3	11290	-2	11290	-13
11300	-3	11300	-2	11300	-12
11310	-4	11310	-2	11310	-13
11320	-3	11320	0	11320	-13
11330	-3	11330	0	11330	-14
11340	-6	11340	-4	11340	-15
11350	-3	11350	-3	11350	-13
11360	-2	11360	-2	11360	-13
11370	-4	11370	-3	11370	-13
11380	-3	11380	-5	11380	-13
11390	-4	11390	-3	11390	-15
11400	-4	11400	0	11400	-17
11410	-3	11410	-4	11410	-17
11420	-4	11420	-3	11420	-15
11430	-5	11430	-2	11430	-13
11440	-4	11440	-2	11440	-14
11450	-3	11450	-3	11450	-15
11460	-4	11460	-2	11460	-14
11470	-3	11470	-2	11470	-15
11480	-3	11480	-2	11480	-14
11490	-3	11490	-2	11490	-14
11500	-5	11500	0	11500	-15
11510	-4	11510	0	11510	-14
11520	-4	11520	-2	11520	-14
11530	-5	11530	-3	11530	-15
11540	-5	11540	-3	11540	-15
11550	-5	11550	0	11550	-17
11560	-4	11560	-2	11560	-17
11570	-5	11570	-4	11570	-15
11580	-4	11580	-3	11580	-13
11590	-4	11590	-3	11590	-12
11600	-5	11600	-3	11600	-13
11610	-4	11610	-3	11610	-13
11620	-3	11620	-2	11620	-13
11630	-3	11630	-2	11630	-15
11640	-3	11640	0	11640	-14
11650	-3	11650	-2	11650	-12
11660	-5	11660	-3	11660	-12
11670	-4	11670	-3	11670	-14
11680	-3	11680	-3	11680	-14
11690	-4	11690	-2	11690	-14
11700	-4	11700	-2	11700	-15
11710	-3	11710	-2	11710	-14
11720	-4	11720	0	11720	-13
11730	-6	11730	-3	11730	-14
11740	-4	11740	-3	11740	-13
11750	-2	11750	0	11750	-14
11760	-4	11760	0	11760	-15
11770	-5	11770	1	11770	-15
11780	-5	11780	0	11780	-15
11790	-4	11790	-3	11790	-15
11800	-2	11800	-2	11800	-14
11810	-5	11810	-4	11810	-14
11820	-6	11820	-5	11820	-17
11830	-6	11830	-3	11830	-15
11840	-5	11840	-3	11840	-13
11850	-4	11850	-2	11850	-13
11860	-4	11860	-2	11860	-15
11870	-3	11870	-4	11870	-15
11880	-5	11880	-4	11880	-14
11890	-5	11890	0	11890	-15
11900	-3	11900	0	11900	-15
11910	-3	11910	-3	11910	-14
11920	-3	11920	-3	11920	-15
11930	-3	11930	-3	11930	-15
11940	-4	11940	0	11940	-14
11950	-4	11950	1	11950	-12
11960	-5	11960	0	11960	-12
11970	-5	11970	-2	11970	-15
11980	-4	11980	0	11980	-13
11990	-4	11990	-2	11990	-11
12000	-5	12000	-3	12000	-14
12010	-5	12010	-3	12010	-15
12020	-4	12020	-4	12020	-14
12030	-4	12030	-2	12030	-14
12040	-4	12040	1	12040	-13
12050	-3	12050	0	12050	-12
12060	-3	12060	-2	12060	-14
12070	-5	12070	0	12070	-14
12080	-4	12080	1	12080	-12
12090	-4	12090	0	12090	-13
12100	-3	12100	-4	12100	-15
12110	-2	12110	-2	12110	-13
12120	-3	12120	0	12120	-12
12130	-4	12130	-2	12130	-15
12140	-3	12140	0	12140	-15
12150	-3	12150	0	12150	-14
12160	-3	12160	0	12160	-13
12170	-5	12170	-4	12170	-14
12180	-5	12180	-4	12180	-15
12190	-4	12190	0	12190	-14
12200	-4	12200	1	12200	-15
12210	-4	12210	-2	12210	-15
12220	-4	12220	-3	12220	-15
12230	-3	12230	0	12230	-14
12240	-4	12240	-2	12240	-14
12250	-4	12250	-4	12250	-14
12260	-3	12260	-4	12260	-14
12270	-4	12270	-4	12270	-14
12280	-6	12280	-2	12280	-14
12290	-4	12290	0	12290	-14
12300	-3	12300	0	12300	-14
12310	-5	12310	-2	12310	-13
12320	-5	12320	-3	12320	-15
12330	-4	12330	-2	12330	-15
12340	-4	12340	-2	12340	-14
12350	-4	12350	-3	12350	-15
12360	-5	12360	-5	12360	-17
12370	-3	12370	-4	12370	-15
12380	-3	12380	-2	12380	-17
12390	-5	12390	-2	12390	-15
12400	-5	12400	0	12400	-14
12410	-5	12410	1	12410	-14
12420	-4	12420	0	12420	-13
12430	-2	12430	-2	12430	-14
12440	-3	12440	-2	12440	-15
12450	-4	12450	-3	12450	-14
12460	-4	12460	-2	12460	-13
12470	-4	12470	-3	12470	-12
12480	-4	12480	-4	12480	-11
12490	-4	12490	-2	12490	-13
12500	-4	12500	-3	12500	-15
12510	-3	12510	-3	12510	-13
12520	-3	12520	-3	12520	-14
12530	-4	12530	-2	12530	-17
12540	-3	12540	-3	12540	-14
12550	-2	12550	-2	12550	-13
12560	-3	12560	0	12560	-13
12570	-4	12570	-3	12570	-13
12580	-5	12580	-4	12580	-13
12590	-5	12590	-4	12590	-12
12600	-4	12600	0	12600	-13
12610	-4	12610	-2	12610	-14
12620	-4	12620	-2	12620	-13
12630	-4	12630	1	12630	-12
12640	-3	12640	0	12640	-14
12650	-3	12650	0	12650	-14
12660	-3	12660	0	12660	-15
12670	-3	12670	0	12670	-14
12680	-4	12680	0	12680	-13
12690	-3	12690	-2	12690	-12
12700	-3	12700	-3	12700	-13
12710	-4	12710	-3	12710	-17
12720	-4	12720	0	12720	-17
12730	-4	12730	0	12730	-14
12740	-5	12740	0	12740	-13
12750	-4	12750	-2	12750	-14
12760	-3	12760	-3	12760	-14
12770	-4	12770	-2	12770	-15
12780	-5	12780	-3	12780	-15
12790	-3	12790	-3	12790	-14
12800	-3	12800	-3	12800	-13
12810	-5	12810	-2	12810	-13
12820	-4	12820	-2	12820	-14
12830	-3	12830	0	12830	-13
12840	-3	12840	0	12840	-14
12850	-3	12850	0	12850	-15
12860	-3	12860	-3	12860	-17
12870	-3	12870	-2	12870	-14
12880	-4	12880	1	12880	-12
12890	-4	12890	-2	12890	-13
12900	-4	12900	-2	12900	-14
12910	-3	12910	-2	12910	-13
12920	-2	12920	-3	12920	-13
12930	-4	12930	-2	12930	-15
12940	-5	12940	0	12940	-14
12950	-6	12950	0	12950	-14
12960	-5	12960	1	12960	-15
12970	-5	12970	0	12970	-15
12980	-4	12980	-5	12980	-17
12990	-2	12990	-5	12990	-17
13000	-3	13000	-2	13000	-13
13010	-5	13010	0	13010	-12
13020	-6	13020	-2	13020	-14
13030	-5	13030	0	13030	-15
13040	-3	13040	-2	13040	-17
13050	-3	13050	-3	13050	-15
13060	-4	13060	-5	13060	-15
13070	-4	13070	-4	13070	-15
13080	-4	13080	-2	13080	-14
13090	-5	13090	1	13090	-14
13100	-5	13100	0	13100	-14
13110	-4	13110	-6	13110	-12
13120	-3	13120	-5	13120	-11
13130	-3	13130	-2	13130	-13
13140	-3	13140	-2	13140	-15
13150	-3	13150	-2	13150	-14
13160	-3	13160	0	13160	-14
13170	-3	13170	-2	13170	-15
13180	-4	13180	-2	13180	-15
13190	-4	13190	-2	13190	-14
13200	-4	13200	-2	13200	-13
13210	-4	13210	1	13210	-14
13220	-3	13220	1	13220	-17
13230	-4	13230	1	13230	-17
13240	-4	13240	0	13240	-13
13250	-3	13250	-3	13250	-11
13260	-4	13260	0	13260	-12
13270	-4	13270	0	13270	-12
13280	-5	13280	-2	13280	-12
13290	-5	13290	-2	13290	-13
13300	-4	13300	-2	13300	-17
13310	-4	13310	0	13310	-17
13320	-3	13320	0	13320	-12
13330	-3	13330	-3	13330	-13
13340	-4	13340	-2	13340	-14
13350	-5	13350	-2	13350	-14
13360	-5	13360	-2	13360	-13
13370	-4	13370	1	13370	-13
13380	-4	13380	0	13380	-15
13390	-5	13390	-3	13390	-14
13400	-6	13400	-4	13400	-12
13410	-5	13410	-5	13410	-13
13420	-4	13420	-4	13420	-17
13430	-4	13430	0	13430	-14
13440	-3	13440	1	13440	-14
13450	-3	13450	-2	13450	-15
13460	-3	13460	-3	13460	-17
13470	-5	13470	-3	13470	-18
13480	-5	13480	-4	13480	-17
13490	-4	13490	-3	13490	-18
13500	-4	13500	0	13500	-19
13510	-4	13510	1	13510	-17
13520	-4	13520	-3	13520	-13
13530	-4	13530	-4	13530	-12
13540	-4	13540	1	13540	-15
13550	-3	13550	0	13550	-18
13560	-4	13560	-3	13560	-17
