Name	YT Scope Project	
File	H:\mscthesisgeert\MScThesisTemplate\Code\AGC_functions\dSPACE_TwinCAT_recordings\NoiseMeas0V.csv	
Starttime of export	133014769934170000	dinsdag 5 juli 2022	08:43:13.417
Endtime of export	133014770253842131	dinsdag 5 juli 2022	08:43:45.384


Name	AI_df1	Name	AI_df2	Name	AI_dPtie1
SymbolComment	frequency area 1	SymbolComment	frequency area 2	SymbolComment	tie-line power flow
Data-Type	INT16	Data-Type	INT16	Data-Type	INT16
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	2	VariableSize	2	VariableSize	2
SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	61472	IndexGroup	61472	IndexGroup	61472
IndexOffset	385000	IndexOffset	385002	IndexOffset	385004
SymbolName	MAIN.AI_df1	SymbolName	MAIN.AI_df2	SymbolName	MAIN.AI_dPtie1
NetID	172.18.237.162.1.1	NetID	172.18.237.162.1.1	NetID	172.18.237.162.1.1
Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0

21060	-3	21060	0	21060	-15
21070	-2	21070	0	21070	-17
21080	-3	21080	1	21080	-15
21090	-5	21090	-3	21090	-14
21100	-4	21100	-6	21100	-14
21110	-4	21110	-5	21110	-17
21120	-4	21120	-3	21120	-17
21130	-4	21130	0	21130	-15
21140	-4	21140	-2	21140	-15
21150	-4	21150	-4	21150	-15
21160	-3	21160	-3	21160	-17
21170	-2	21170	-2	21170	-15
21180	-3	21180	-4	21180	-14
21190	-4	21190	-3	21190	-14
21200	-5	21200	-3	21200	-15
21210	-5	21210	-2	21210	-15
21220	-4	21220	0	21220	-14
21230	-4	21230	-3	21230	-12
21240	-3	21240	-2	21240	-14
21250	-3	21250	-2	21250	-14
21260	-5	21260	-3	21260	-14
21270	-5	21270	-3	21270	-17
21280	-4	21280	-3	21280	-18
21290	-4	21290	-4	21290	-14
21300	-4	21300	-2	21300	-12
21310	-5	21310	1	21310	-14
21320	-4	21320	1	21320	-14
21330	-4	21330	-2	21330	-14
21340	-5	21340	-4	21340	-17
21350	-4	21350	-3	21350	-15
21360	-4	21360	-3	21360	-15
21370	-4	21370	-2	21370	-14
21380	-4	21380	-2	21380	-14
21390	-2	21390	1	21390	-14
21400	-3	21400	0	21400	-15
21410	-5	21410	-5	21410	-17
21420	-4	21420	-4	21420	-15
21430	-4	21430	-2	21430	-13
21440	-3	21440	-3	21440	-14
21450	-4	21450	-2	21450	-15
21460	-4	21460	-3	21460	-15
21470	-4	21470	-3	21470	-15
21480	-4	21480	-2	21480	-15
21490	-4	21490	-3	21490	-14
21500	-3	21500	-4	21500	-14
21510	-4	21510	-3	21510	-15
21520	-5	21520	-2	21520	-15
21530	-5	21530	-2	21530	-12
21540	-5	21540	-2	21540	-11
21550	-5	21550	0	21550	-13
21560	-7	21560	0	21560	-14
21570	-6	21570	-2	21570	-14
21580	-4	21580	0	21580	-14
21590	-4	21590	1	21590	-14
21600	-5	21600	-2	21600	-13
21610	-4	21610	-4	21610	-12
21620	-4	21620	-3	21620	-13
21630	-4	21630	-4	21630	-15
21640	-4	21640	-3	21640	-17
21650	-2	21650	-2	21650	-13
21660	-2	21660	-2	21660	-13
21670	-5	21670	-2	21670	-17
21680	-5	21680	-4	21680	-15
21690	-4	21690	-3	21690	-14
21700	-3	21700	-2	21700	-14
21710	0	21710	-2	21710	-14
21720	-2	21720	0	21720	-13
21730	-4	21730	-4	21730	-15
21740	-5	21740	-3	21740	-17
21750	-5	21750	-2	21750	-14
21760	-4	21760	0	21760	-14
21770	-4	21770	-3	21770	-14
21780	-4	21780	-5	21780	-15
21790	-4	21790	-5	21790	-14
21800	-4	21800	-4	21800	-14
21810	-4	21810	-2	21810	-14
21820	-4	21820	-3	21820	-17
21830	-4	21830	-4	21830	-17
21840	-5	21840	-2	21840	-14
21850	-5	21850	0	21850	-14
21860	-4	21860	-2	21860	-14
21870	-3	21870	-3	21870	-13
21880	-4	21880	-4	21880	-13
21890	-5	21890	-2	21890	-13
21900	-4	21900	-2	21900	-12
21910	-4	21910	-2	21910	-13
21920	-5	21920	-2	21920	-12
21930	-5	21930	-3	21930	-12
21940	-4	21940	-2	21940	-14
21950	-4	21950	-2	21950	-14
21960	-5	21960	-4	21960	-11
21970	-5	21970	-3	21970	-12
21980	-5	21980	-2	21980	-13
21990	-6	21990	-3	21990	-12
22000	-5	22000	-4	22000	-15
22010	-4	22010	-3	22010	-14
22020	-5	22020	0	22020	-12
22030	-7	22030	-2	22030	-14
22040	-6	22040	-3	22040	-14
22050	-4	22050	0	22050	-13
22060	-2	22060	2	22060	-13
22070	-3	22070	-2	22070	-14
22080	-4	22080	-4	22080	-15
22090	-4	22090	0	22090	-17
22100	-3	22100	-2	22100	-15
22110	-3	22110	-2	22110	-14
22120	-6	22120	-4	22120	-15
22130	-6	22130	-6	22130	-18
22140	-5	22140	-4	22140	-17
22150	-5	22150	-4	22150	-15
22160	-4	22160	-4	22160	-17
22170	-5	22170	-5	22170	-15
22180	-5	22180	-5	22180	-14
22190	-4	22190	-5	22190	-15
22200	-4	22200	-3	22200	-15
22210	-4	22210	-2	22210	-13
22220	-4	22220	-3	22220	-13
22230	-4	22230	-4	22230	-15
22240	-4	22240	-3	22240	-15
22250	-4	22250	-2	22250	-15
22260	-4	22260	-2	22260	-15
22270	-4	22270	-2	22270	-13
22280	-3	22280	-2	22280	-13
22290	-6	22290	-4	22290	-14
22300	-6	22300	-5	22300	-13
22310	-5	22310	-2	22310	-14
22320	-4	22320	-3	22320	-14
22330	-4	22330	-4	22330	-14
22340	-4	22340	-2	22340	-13
22350	-4	22350	0	22350	-14
22360	-4	22360	0	22360	-15
22370	-5	22370	-3	22370	-15
22380	-4	22380	-3	22380	-17
22390	-3	22390	-3	22390	-14
22400	-4	22400	-4	22400	-13
22410	-4	22410	0	22410	-15
22420	-4	22420	1	22420	-17
22430	-5	22430	-3	22430	-15
22440	-4	22440	-4	22440	-15
22450	-5	22450	-2	22450	-17
22460	-6	22460	-2	22460	-18
22470	-5	22470	-2	22470	-18
22480	-5	22480	0	22480	-14
22490	-7	22490	-3	22490	-14
22500	-5	22500	-5	22500	-14
22510	-3	22510	-5	22510	-13
22520	-3	22520	-2	22520	-15
22530	-4	22530	0	22530	-14
22540	-4	22540	-3	22540	-12
22550	-3	22550	-3	22550	-14
22560	-4	22560	0	22560	-14
22570	-5	22570	0	22570	-14
22580	-5	22580	-2	22580	-17
22590	-4	22590	-2	22590	-15
22600	-4	22600	-3	22600	-15
22610	-5	22610	-4	22610	-17
22620	-6	22620	-2	22620	-18
22630	-6	22630	0	22630	-19
22640	-4	22640	0	22640	-17
22650	-3	22650	-5	22650	-15
22660	-4	22660	-5	22660	-17
22670	-5	22670	-3	22670	-17
22680	-4	22680	-3	22680	-15
22690	-4	22690	-2	22690	-13
22700	-5	22700	-4	22700	-14
22710	-5	22710	-5	22710	-14
22720	-5	22720	-4	22720	-13
22730	-6	22730	-4	22730	-14
22740	-6	22740	-2	22740	-15
22750	-5	22750	-2	22750	-15
22760	-4	22760	-3	22760	-13
22770	-4	22770	-4	22770	-13
22780	-4	22780	-4	22780	-14
22790	-4	22790	-6	22790	-15
22800	-3	22800	-5	22800	-15
22810	-4	22810	-4	22810	-13
22820	-5	22820	-4	22820	-13
22830	-3	22830	-3	22830	-17
22840	-4	22840	-2	22840	-15
22850	-5	22850	0	22850	-12
22860	-5	22860	1	22860	-12
22870	-5	22870	0	22870	-14
22880	-5	22880	-3	22880	-15
22890	-5	22890	0	22890	-14
22900	-5	22900	-2	22900	-15
22910	-7	22910	-4	22910	-15
22920	-5	22920	-3	22920	-13
22930	-5	22930	-4	22930	-12
22940	-5	22940	-5	22940	-14
22950	-4	22950	-5	22950	-15
22960	-3	22960	-3	22960	-14
22970	-4	22970	-3	22970	-15
22980	-6	22980	0	22980	-17
22990	-4	22990	0	22990	-15
23000	-3	23000	-2	23000	-15
23010	-3	23010	-2	23010	-15
23020	-4	23020	-3	23020	-14
23030	-5	23030	-2	23030	-15
23040	-5	23040	0	23040	-15
23050	-3	23050	-3	23050	-14
23060	-2	23060	-3	23060	-14
23070	-2	23070	-2	23070	-13
23080	-3	23080	-3	23080	-13
23090	-3	23090	-3	23090	-12
23100	-3	23100	0	23100	-11
23110	-4	23110	-2	23110	-14
23120	-4	23120	-2	23120	-15
23130	-4	23130	0	23130	-13
23140	-4	23140	-3	23140	-14
23150	-3	23150	-3	23150	-14
23160	-4	23160	-3	23160	-13
23170	-5	23170	-3	23170	-14
23180	-4	23180	-2	23180	-13
23190	-5	23190	-3	23190	-13
23200	-5	23200	-4	23200	-14
23210	-4	23210	-3	23210	-15
23220	-4	23220	0	23220	-14
23230	-4	23230	-3	23230	-13
23240	-5	23240	-4	23240	-12
23250	-5	23250	-3	23250	-11
23260	-4	23260	0	23260	-14
23270	-4	23270	-2	23270	-15
23280	-5	23280	-2	23280	-14
23290	-4	23290	-3	23290	-15
23300	-5	23300	-3	23300	-13
23310	-5	23310	-3	23310	-13
23320	-4	23320	-4	23320	-15
23330	-4	23330	-5	23330	-14
23340	-5	23340	-9	23340	-12
23350	-4	23350	-5	23350	-13
23360	-2	23360	0	23360	-15
23370	-3	23370	-2	23370	-15
23380	-4	23380	-5	23380	-15
23390	-5	23390	-5	23390	-15
23400	-4	23400	-2	23400	-14
23410	-3	23410	-2	23410	-14
23420	-4	23420	-3	23420	-17
23430	-4	23430	-3	23430	-18
23440	0	23440	-3	23440	-15
23450	-3	23450	-3	23450	-15
23460	-5	23460	-3	23460	-15
23470	-4	23470	-2	23470	-14
23480	-4	23480	-3	23480	-14
23490	-4	23490	-3	23490	-14
23500	-3	23500	-2	23500	-14
23510	-4	23510	0	23510	-13
23520	-5	23520	-2	23520	-13
23530	-4	23530	-3	23530	-17
23540	-4	23540	-2	23540	-18
23550	-4	23550	-3	23550	-15
23560	-5	23560	-4	23560	-14
23570	-5	23570	-5	23570	-14
23580	-3	23580	-4	23580	-14
23590	-2	23590	-4	23590	-14
23600	-4	23600	-5	23600	-15
23610	-4	23610	-4	23610	-17
23620	-3	23620	-3	23620	-15
23630	-4	23630	-3	23630	-13
23640	-4	23640	-4	23640	-14
23650	-3	23650	-3	23650	-17
23660	-5	23660	0	23660	-14
23670	-4	23670	0	23670	-14
23680	-2	23680	-2	23680	-15
23690	-2	23690	-3	23690	-15
23700	-5	23700	-3	23700	-15
23710	-5	23710	-2	23710	-15
23720	-4	23720	-2	23720	-14
23730	-5	23730	-3	23730	-14
23740	-5	23740	-2	23740	-15
23750	-4	23750	1	23750	-14
23760	-4	23760	1	23760	-12
23770	-3	23770	0	23770	-12
23780	-4	23780	-2	23780	-15
23790	-6	23790	-3	23790	-17
23800	-5	23800	-3	23800	-15
23810	-4	23810	-3	23810	-14
23820	-4	23820	-3	23820	-13
23830	-4	23830	1	23830	-14
23840	-4	23840	0	23840	-17
23850	-4	23850	-4	23850	-17
23860	-4	23860	1	23860	-14
23870	-5	23870	2	23870	-15
23880	-4	23880	-2	23880	-15
23890	-3	23890	-3	23890	-14
23900	-3	23900	-5	23900	-14
23910	-3	23910	-4	23910	-17
23920	-4	23920	-4	23920	-17
23930	-4	23930	-4	23930	-15
23940	-4	23940	-4	23940	-15
23950	-4	23950	-3	23950	-14
23960	-4	23960	-2	23960	-13
23970	-4	23970	-4	23970	-13
23980	-4	23980	-5	23980	-14
23990	-4	23990	-3	23990	-17
24000	-4	24000	0	24000	-17
24010	-5	24010	-4	24010	-17
24020	-5	24020	-4	24020	-14
24030	-5	24030	-2	24030	-11
24040	-6	24040	-3	24040	-12
24050	-5	24050	-3	24050	-15
24060	-5	24060	-2	24060	-14
24070	-4	24070	-2	24070	-13
24080	-4	24080	-3	24080	-15
24090	-5	24090	-3	24090	-17
24100	-3	24100	-5	24100	-17
24110	-2	24110	-3	24110	-17
24120	-4	24120	-3	24120	-15
24130	-6	24130	-3	24130	-14
24140	-4	24140	-2	24140	-17
24150	-4	24150	-6	24150	-17
24160	-4	24160	-6	24160	-17
24170	-4	24170	-3	24170	-18
24180	-6	24180	-4	24180	-15
24190	-5	24190	-5	24190	-14
24200	-4	24200	-5	24200	-15
24210	-5	24210	-5	24210	-15
24220	-5	24220	-4	24220	-14
24230	-4	24230	-2	24230	-12
24240	-5	24240	1	24240	-13
24250	-5	24250	-2	24250	-13
24260	-4	24260	-3	24260	-13
24270	-5	24270	-2	24270	-13
24280	-6	24280	-2	24280	-13
24290	-5	24290	-3	24290	-14
24300	-4	24300	-3	24300	-15
24310	-3	24310	-3	24310	-13
24320	-4	24320	-4	24320	-13
24330	-5	24330	-3	24330	-17
24340	-3	24340	-3	24340	-18
24350	-3	24350	-4	24350	-15
24360	-3	24360	-2	24360	-14
24370	-6	24370	-2	24370	-14
24380	-5	24380	-2	24380	-14
24390	-2	24390	-2	24390	-14
24400	-2	24400	-3	24400	-14
24410	-4	24410	-4	24410	-17
24420	-3	24420	-3	24420	-17
24430	-4	24430	0	24430	-17
24440	-5	24440	0	24440	-15
24450	-4	24450	-2	24450	-14
24460	-4	24460	-4	24460	-15
24470	-5	24470	-4	24470	-18
24480	-5	24480	-2	24480	-17
24490	-4	24490	0	24490	-14
24500	-4	24500	1	24500	-14
24510	-4	24510	1	24510	-15
24520	-2	24520	-2	24520	-14
24530	-3	24530	-4	24530	-14
24540	-5	24540	-4	24540	-14
24550	-5	24550	-4	24550	-15
24560	-6	24560	0	24560	-14
24570	-6	24570	-2	24570	-14
24580	-4	24580	-2	24580	-14
24590	-4	24590	1	24590	-11
24600	-4	24600	0	24600	-13
24610	-3	24610	0	24610	-14
24620	-3	24620	-2	24620	-15
24630	-3	24630	-2	24630	-18
24640	-4	24640	-2	24640	-18
24650	-5	24650	-2	24650	-15
24660	-5	24660	1	24660	-15
24670	-5	24670	0	24670	-17
24680	-6	24680	-2	24680	-14
24690	-5	24690	-3	24690	-14
24700	-4	24700	-2	24700	-14
24710	-5	24710	-4	24710	-17
24720	-4	24720	-5	24720	-17
24730	-2	24730	-2	24730	-13
24740	-4	24740	0	24740	-12
24750	-5	24750	0	24750	-12
24760	-4	24760	0	24760	-12
24770	-5	24770	0	24770	-12
24780	-5	24780	-3	24780	-14
24790	-4	24790	-2	24790	-13
24800	-4	24800	0	24800	-13
24810	-4	24810	0	24810	-14
24820	-2	24820	-3	24820	-14
24830	-3	24830	-4	24830	-18
24840	-5	24840	-3	24840	-17
24850	-5	24850	-2	24850	-13
24860	-4	24860	-3	24860	-14
24870	-4	24870	-3	24870	-15
24880	-4	24880	0	24880	-14
24890	-4	24890	-3	24890	-14
24900	-3	24900	-4	24900	-14
24910	-4	24910	-3	24910	-13
24920	-5	24920	-2	24920	-14
24930	-4	24930	-3	24930	-13
24940	-4	24940	-3	24940	-12
24950	-5	24950	-3	24950	-13
24960	-5	24960	-2	24960	-14
24970	-4	24970	1	24970	-14
24980	-4	24980	0	24980	-14
24990	-5	24990	-4	24990	-15
25000	-4	25000	-6	25000	-15
25010	-4	25010	-4	25010	-14
25020	-5	25020	0	25020	-15
25030	-5	25030	-2	25030	-14
25040	-4	25040	-3	25040	-13
25050	-4	25050	0	25050	-13
25060	-5	25060	-2	25060	-14
25070	-4	25070	-2	25070	-13
25080	-4	25080	-2	25080	-14
25090	-4	25090	-4	25090	-17
25100	-4	25100	-2	25100	-18
25110	-4	25110	0	25110	-17
25120	-4	25120	-3	25120	-14
25130	-6	25130	-4	25130	-13
25140	-5	25140	-3	25140	-13
25150	-5	25150	-3	25150	-14
25160	-5	25160	-4	25160	-15
25170	-5	25170	-3	25170	-14
25180	-4	25180	-2	25180	-12
25190	-4	25190	0	25190	-14
25200	-4	25200	0	25200	-17
25210	-5	25210	-4	25210	-18
25220	-6	25220	-4	25220	-17
25230	-4	25230	-3	25230	-18
25240	-3	25240	-3	25240	-17
25250	-3	25250	-2	25250	-15
25260	-3	25260	0	25260	-14
25270	-3	25270	1	25270	-12
25280	-5	25280	1	25280	-14
25290	-4	25290	-3	25290	-17
25300	-4	25300	-3	25300	-15
25310	-5	25310	-2	25310	-15
25320	-5	25320	-3	25320	-14
25330	-5	25330	-5	25330	-15
25340	-4	25340	-3	25340	-17
25350	-4	25350	-2	25350	-14
25360	-4	25360	-2	25360	-13
25370	-4	25370	-5	25370	-14
25380	-4	25380	-3	25380	-15
25390	-3	25390	-2	25390	-14
25400	-3	25400	-3	25400	-14
25410	-3	25410	-3	25410	-14
25420	-4	25420	-4	25420	-14
25430	-5	25430	-3	25430	-17
25440	-5	25440	-5	25440	-18
25450	-5	25450	-6	25450	-17
25460	-4	25460	-4	25460	-15
25470	-3	25470	-3	25470	-14
25480	-3	25480	-2	25480	-14
25490	-4	25490	-2	25490	-15
25500	-4	25500	-3	25500	-15
25510	-2	25510	-3	25510	-13
25520	-3	25520	-3	25520	-13
25530	-5	25530	-2	25530	-13
25540	-3	25540	-3	25540	-13
25550	-3	25550	-3	25550	-14
25560	-4	25560	-2	25560	-13
25570	-5	25570	-2	25570	-12
25580	-5	25580	-2	25580	-13
25590	-4	25590	-3	25590	-15
25600	-4	25600	0	25600	-14
25610	-3	25610	-2	25610	-11
25620	-3	25620	-3	25620	-14
25630	-5	25630	-3	25630	-14
25640	-5	25640	-2	25640	-14
25650	-4	25650	0	25650	-15
25660	-5	25660	-4	25660	-14
25670	-5	25670	-2	25670	-15
25680	-4	25680	0	25680	-15
25690	-3	25690	-3	25690	-13
25700	-4	25700	-2	25700	-14
25710	-5	25710	-3	25710	-15
25720	-4	25720	-5	25720	-15
25730	-3	25730	-5	25730	-15
25740	-3	25740	-5	25740	-14
25750	-5	25750	-3	25750	-12
25760	-5	25760	-2	25760	-12
25770	-4	25770	-2	25770	-15
25780	-3	25780	-3	25780	-15
25790	-3	25790	-3	25790	-14
25800	-4	25800	-2	25800	-15
25810	-3	25810	0	25810	-14
25820	-4	25820	-3	25820	-14
25830	-5	25830	-2	25830	-13
25840	-4	25840	-2	25840	-12
25850	-4	25850	-5	25850	-14
25860	-3	25860	-3	25860	-14
25870	-3	25870	-2	25870	-14
25880	-2	25880	-2	25880	-15
25890	-3	25890	-3	25890	-18
25900	-6	25900	-5	25900	-17
25910	-6	25910	-4	25910	-15
25920	-4	25920	-3	25920	-15
25930	-5	25930	-3	25930	-14
25940	-8	25940	-3	25940	-15
25950	-7	25950	-3	25950	-15
25960	-4	25960	-4	25960	-14
25970	-4	25970	-3	25970	-14
25980	-3	25980	-2	25980	-15
25990	-4	25990	-3	25990	-17
26000	-6	26000	-3	26000	-15
26010	-4	26010	-2	26010	-14
26020	-3	26020	-2	26020	-15
26030	-5	26030	-3	26030	-15
26040	-4	26040	-2	26040	-14
26050	-3	26050	0	26050	-14
26060	-3	26060	-2	26060	-14
26070	-3	26070	-3	26070	-13
26080	-3	26080	-2	26080	-13
26090	-3	26090	-2	26090	-14
26100	-4	26100	-4	26100	-15
26110	-6	26110	-4	26110	-17
26120	-6	26120	-2	26120	-17
26130	-5	26130	0	26130	-15
26140	-3	26140	-2	26140	-15
26150	-3	26150	-3	26150	-15
26160	-4	26160	-2	26160	-15
26170	-4	26170	0	26170	-17
26180	-3	26180	-2	26180	-15
26190	-2	26190	0	26190	-14
26200	-4	26200	-2	26200	-15
26210	-4	26210	-3	26210	-15
26220	-5	26220	-4	26220	-15
26230	-5	26230	-3	26230	-15
26240	-4	26240	0	26240	-14
26250	-4	26250	-2	26250	-14
26260	-5	26260	-4	26260	-15
26270	-6	26270	-4	26270	-17
26280	-5	26280	-3	26280	-14
26290	-4	26290	-2	26290	-12
26300	-5	26300	-2	26300	-10
26310	-5	26310	-3	26310	-11
26320	-4	26320	-3	26320	-17
26330	-4	26330	-2	26330	-17
26340	-5	26340	-4	26340	-15
26350	-5	26350	-3	26350	-15
26360	-4	26360	0	26360	-18
26370	-5	26370	-2	26370	-15
26380	-5	26380	-2	26380	-12
26390	-4	26390	-2	26390	-11
26400	-4	26400	-3	26400	-12
26410	-5	26410	-4	26410	-12
26420	-4	26420	-3	26420	-13
26430	-4	26430	-3	26430	-15
26440	-4	26440	0	26440	-13
26450	-3	26450	-2	26450	-11
26460	-3	26460	-3	26460	-12
26470	-3	26470	1	26470	-13
26480	0	26480	0	26480	-11
26490	-2	26490	-3	26490	-12
26500	-4	26500	-3	26500	-13
26510	-5	26510	-3	26510	-12
26520	-5	26520	-2	26520	-13
26530	-6	26530	-3	26530	-14
26540	-5	26540	-3	26540	-15
26550	-5	26550	-4	26550	-15
26560	-5	26560	-4	26560	-14
26570	-4	26570	-2	26570	-15
26580	-4	26580	-2	26580	-15
26590	-4	26590	-3	26590	-14
26600	-4	26600	-2	26600	-14
26610	-4	26610	0	26610	-13
26620	-4	26620	-2	26620	-14
26630	-4	26630	-3	26630	-14
26640	-4	26640	-2	26640	-14
26650	-5	26650	-2	26650	-13
26660	-6	26660	-3	26660	-14
26670	-5	26670	-2	26670	-14
26680	-4	26680	-4	26680	-15
26690	-2	26690	-4	26690	-14
26700	-2	26700	0	26700	-11
26710	-4	26710	-4	26710	-12
26720	-4	26720	-4	26720	-15
26730	-4	26730	-2	26730	-15
26740	-5	26740	-2	26740	-12
26750	-3	26750	-3	26750	-12
26760	-3	26760	-4	26760	-14
26770	-4	26770	0	26770	-15
26780	-4	26780	-2	26780	-17
26790	-4	26790	-4	26790	-15
26800	-3	26800	-2	26800	-14
26810	-3	26810	-2	26810	-15
26820	-5	26820	-4	26820	-15
26830	-6	26830	-4	26830	-17
26840	-4	26840	-4	26840	-15
26850	-4	26850	-5	26850	-13
26860	-6	26860	-5	26860	-14
26870	-5	26870	-2	26870	-14
26880	-2	26880	1	26880	-13
26890	-3	26890	-2	26890	-14
26900	-5	26900	-3	26900	-14
26910	-7	26910	-4	26910	-14
26920	-5	26920	-2	26920	-17
26930	-2	26930	-3	26930	-15
26940	-4	26940	-4	26940	-13
26950	-5	26950	-4	26950	-14
26960	-4	26960	-3	26960	-17
26970	-4	26970	-2	26970	-17
26980	-3	26980	-2	26980	-14
26990	-4	26990	-2	26990	-15
27000	-5	27000	-2	27000	-14
27010	-5	27010	0	27010	-13
27020	-4	27020	0	27020	-14
27030	-4	27030	0	27030	-13
27040	-3	27040	1	27040	-13
27050	-2	27050	1	27050	-15
27060	-3	27060	-4	27060	-14
27070	-4	27070	-4	27070	-13
27080	-4	27080	0	27080	-13
27090	-4	27090	-2	27090	-14
27100	-4	27100	-2	27100	-17
27110	-4	27110	-2	27110	-18
27120	-4	27120	-3	27120	-14
27130	-5	27130	-3	27130	-13
27140	-6	27140	-3	27140	-15
27150	-4	27150	-2	27150	-15
27160	-3	27160	0	27160	-13
27170	-4	27170	-2	27170	-15
27180	-4	27180	-4	27180	-17
27190	-3	27190	-4	27190	-14
27200	-2	27200	-2	27200	-14
27210	-3	27210	1	27210	-14
27220	-4	27220	-2	27220	-14
27230	-4	27230	-3	27230	-14
27240	-4	27240	0	27240	-13
27250	-2	27250	-2	27250	-14
27260	-3	27260	-2	27260	-15
27270	-3	27270	-2	27270	-14
27280	-2	27280	-2	27280	-15
27290	0	27290	0	27290	-17
27300	-3	27300	1	27300	-14
27310	-4	27310	-2	27310	-14
27320	-3	27320	-3	27320	-15
27330	-2	27330	-3	27330	-14
27340	0	27340	-4	27340	-12
27350	0	27350	-3	27350	-13
27360	-4	27360	-3	27360	-15
27370	-5	27370	-3	27370	-13
27380	-4	27380	-3	27380	-13
27390	-5	27390	-3	27390	-15
27400	-5	27400	-5	27400	-17
27410	-4	27410	-4	27410	-14
27420	-4	27420	-2	27420	-13
27430	-5	27430	-2	27430	-13
27440	-4	27440	1	27440	-12
27450	-3	27450	0	27450	-13
27460	-3	27460	-2	27460	-13
27470	-2	27470	0	27470	-13
27480	-3	27480	0	27480	-15
27490	-4	27490	-2	27490	-15
27500	-4	27500	-3	27500	-14
27510	-5	27510	-3	27510	-14
27520	-5	27520	-3	27520	-13
27530	-4	27530	-4	27530	-14
27540	-3	27540	-2	27540	-15
27550	-2	27550	1	27550	-15
27560	-3	27560	-3	27560	-14
27570	-4	27570	-6	27570	-15
27580	-4	27580	-6	27580	-15
27590	-5	27590	-4	27590	-14
27600	-5	27600	-6	27600	-14
27610	-4	27610	-7	27610	-13
27620	-4	27620	-3	27620	-14
27630	-3	27630	-2	27630	-14
27640	-4	27640	-3	27640	-14
27650	-4	27650	0	27650	-14
27660	-4	27660	-3	27660	-14
27670	-5	27670	-4	27670	-14
27680	-7	27680	-3	27680	-14
27690	-5	27690	-2	27690	-14
27700	-5	27700	-2	27700	-13
27710	-5	27710	-2	27710	-12
27720	-4	27720	-3	27720	-13
27730	-4	27730	-5	27730	-13
27740	-2	27740	-3	27740	-14
27750	0	27750	0	27750	-14
27760	-2	27760	0	27760	-14
27770	-4	27770	0	27770	-13
27780	-5	27780	-2	27780	-14
27790	-5	27790	-4	27790	-15
27800	-5	27800	-3	27800	-14
27810	-4	27810	0	27810	-13
27820	-4	27820	1	27820	-14
27830	-4	27830	1	27830	-17
27840	-2	27840	0	27840	-15
27850	-3	27850	-2	27850	-14
27860	-6	27860	-2	27860	-17
27870	-5	27870	-2	27870	-17
27880	-4	27880	-3	27880	-15
27890	-4	27890	-3	27890	-15
27900	-4	27900	-2	27900	-15
27910	-4	27910	-2	27910	-15
27920	-4	27920	-2	27920	-14
27930	-4	27930	0	27930	-13
27940	-3	27940	0	27940	-15
27950	-4	27950	-2	27950	-15
27960	-3	27960	-2	27960	-13
27970	-3	27970	-2	27970	-14
27980	-3	27980	-2	27980	-18
27990	0	27990	0	27990	-15
28000	-2	28000	1	28000	-15
28010	-5	28010	-2	28010	-17
28020	-5	28020	-3	28020	-15
28030	-5	28030	-4	28030	-17
28040	-5	28040	-3	28040	-15
28050	-5	28050	-3	28050	-14
28060	-4	28060	-3	28060	-13
28070	-4	28070	-2	28070	-13
28080	-4	28080	-3	28080	-15
28090	-5	28090	-3	28090	-17
28100	-3	28100	-4	28100	-15
28110	-3	28110	-4	28110	-15
28120	-4	28120	-2	28120	-17
28130	-5	28130	-2	28130	-15
28140	-5	28140	-2	28140	-15
28150	-5	28150	-3	28150	-15
28160	-2	28160	-2	28160	-14
28170	-2	28170	0	28170	-15
28180	-4	28180	-2	28180	-14
28190	-3	28190	-2	28190	-13
28200	-3	28200	-4	28200	-14
28210	-3	28210	-2	28210	-14
28220	-4	28220	-3	28220	-15
28230	-4	28230	-5	28230	-14
28240	-3	28240	-2	28240	-13
28250	-4	28250	0	28250	-14
28260	-5	28260	1	28260	-13
28270	-5	28270	1	28270	-12
28280	-4	28280	-3	28280	-11
28290	-3	28290	-4	28290	-13
28300	-4	28300	-2	28300	-14
28310	-3	28310	-2	28310	-15
28320	-3	28320	-2	28320	-14
28330	-4	28330	0	28330	-15
28340	-4	28340	-4	28340	-15
28350	-4	28350	-4	28350	-17
28360	-3	28360	-4	28360	-15
28370	-2	28370	-5	28370	-13
28380	-2	28380	-3	28380	-14
28390	-4	28390	-2	28390	-15
28400	-4	28400	-3	28400	-14
28410	-4	28410	-6	28410	-14
28420	-5	28420	-7	28420	-14
28430	-5	28430	-4	28430	-13
28440	-5	28440	-2	28440	-14
28450	-4	28450	-2	28450	-13
28460	-4	28460	-2	28460	-13
28470	-6	28470	0	28470	-15
28480	-6	28480	-3	28480	-14
28490	-4	28490	-3	28490	-13
28500	-5	28500	-2	28500	-14
28510	-5	28510	-2	28510	-15
