Name "YT Scope Project" 
File "H:\mscthesisgeert\MScThesisTemplate\Code\AGC_functions\dSPACE_TwinCAT_recordings\ScalingNoWM_meas.csv" 
"Starttime of export" 133020893269090000 "dinsdag 12 juli 2022" 10:48:46.909 
"Endtime of export" 133020898800590000 "dinsdag 12 juli 2022" 10:58:00.059 


Name y_r1[0] y_r1[1] y_r2[0] TriggerCA y_q[0] y_q[1] y_q[2] u_c[0] u_c[1]
2880 0.13911438 0.695251465 0.4436798 1 -183 -180 975 0 0
2890 2.07406616 1.28759766 2.73335266 1 -181 -177 972 0 0
2900 2.989029 1.45788574 1.91030884 1 -176 -176 971 0 0
2910 4.858078 3.19354248 0.32611084 1 -177 -177 972 0 0
2920 0.929962158 3.656067 3.191452 1 -179 -180 975 0 0
2930 1.06991577 1.286377 1.91667175 1 -179 -181 976 0 0
2940 1.4336853 1.41937256 1.03677368 1 -181 -181 975 0 0
2950 0.650375366 3.34460449 4.1763916 1 -183 -178 976 0 0
2960 2.10502625 1.65576172 5.858017 1 -182 -180 977 0 0
2970 1.4932251 1.15197754 4.74342346 1 -182 -180 976 0 0
2980 0.691299438 1.60430908 3.79154968 1 -184 -180 975 0 0
2990 0.0678405762 2.241333 4.9942627 1 -185 -178 975 0 0
3000 1.5411377 2.68884277 4.565262 1 -184 -178 976 0 0
3010 0.9612732 2.262146 5.16972351 1 -182 -176 977 0 0
3020 0.879303 1.600708 3.04820251 1 -180 -174 977 0 0
3030 2.51885986 1.1517334 1.19165039 1 -176 -174 976 0 0
3040 4.58540344 1.46801758 2.96035767 1 -177 -175 975 0 0
3050 0.6336365 3.208191 0.199630737 1 -179 -177 976 0 0
3060 3.8915863 0.688964844 0.187438965 1 -182 -177 976 0 0
3070 2.47171021 0.02331543 1.15956116 1 -183 -178 973 0 0
3080 0.4955902 3.644104 2.13409424 1 -182 -177 973 0 0
3090 0.506942749 2.3614502 4.828171 1 -182 -180 975 0 0
3100 2.64215088 1.51531982 4.485214 1 -179 -180 975 0 0
3110 0.19442749 1.79040527 1.86132813 1 -176 -175 971 0 0
3120 1.42036438 6.11883545 3.429779 1 -176 -176 972 0 0
3130 0.8917694 3.00274658 3.77388 1 -177 -182 977 0 0
3140 2.8993988 0.1685791 3.08276367 1 -180 -183 976 0 0
3150 1.49739075 2.753418 0.5729065 1 -184 -181 975 0 0
3160 1.23358154 1.21221924 0.189178467 1 -185 -181 975 0 0
3170 1.02160645 2.61920166 3.31782532 1 -184 -178 975 0 0
3180 2.70478821 1.328125 1.316391 1 -181 -176 975 0 0
3190 0.485839844 0.42175293 2.00482178 1 -179 -178 973 0 0
3200 3.36140442 6.192993 0.764328 1 -182 -180 976 0 0
3210 1.750885 0.933227539 3.79000854 1 -183 -177 977 0 0
3220 1.84100342 2.50244141 3.68052673 1 -180 -177 975 0 0
3230 3.01213074 2.65734863 1.60087585 1 -181 -181 971 0 0
3240 0.18637085 6.00927734 1.81074524 1 -183 -181 971 0 0
3250 3.098465 0.2541504 1.07164 1 -180 -181 973 0 0
3260 3.01651 6.36615 2.11262512 1 -180 -180 976 0 0
3270 1.050766 1.13427734 2.77645874 1 -183 -181 977 0 0
3280 2.13293457 3.68377686 0.3618927 1 -182 -183 976 0 0
3290 1.74488831 0.3244629 0.7225189 1 -182 -184 976 0 0
3300 0.328765869 2.347229 2.22575378 1 -183 -183 975 0 0
3310 1.12168884 2.54901123 0.429000854 1 -184 -181 976 0 0
3320 1.199295 2.388916 2.27645874 1 -184 -178 977 0 0
3330 0.236801147 1.53210449 1.91027832 1 -183 -177 977 0 0
3340 0.693893433 1.2800293 2.61306763 1 -182 -180 976 0 0
3350 0.08413696 0.5155029 1.90864563 1 -181 -180 973 0 0
3360 1.61578369 2.07861328 1.71115112 1 -182 -180 971 0 0
3370 1.05743408 2.76690674 1.1849823 1 -182 -180 972 0 0
3380 0.0694885254 2.147644 2.12831116 1 -181 -181 973 0 0
3390 1.3891449 3.68273926 0.225494385 1 -182 -183 975 0 0
3400 2.046341 0.323913574 1.69963074 1 -185 -182 975 0 0
3410 3.16976929 4.41369629 0.245315552 1 -184 -181 976 0 0
3420 0.38923645 0.7094116 0.003112793 1 -182 -181 977 0 0
3430 1.92521667 1.9977417 1.19352722 1 -180 -182 976 0 0
3440 4.34184265 1.20574951 2.00987244 1 -182 -181 973 0 0
3450 1.72573853 4.72302246 0.85987854 1 -187 -180 973 0 0
3460 1.34063721 0.501159668 0.202377319 1 -188 -180 973 0 0
3470 3.87315369 6.220703 1.58143616 1 -184 -181 975 0 0
3480 3.32554626 0.07946777 2.15266418 1 -184 -180 977 0 0
3490 2.43981934 4.60614 2.096817 1 -184 -180 978 0 0
3500 3.16784668 2.46740723 0.349411 1 -185 -181 976 0 0
3510 3.55938721 2.92077637 1.32731628 1 -184 -182 973 0 0
3520 1.09617615 0.0491333 0.233734131 1 -182 -183 972 0 0
3530 1.81771851 4.588806 2.1559906 1 -184 -181 973 0 0
3540 1.6697998 1.54882813 2.0057373 1 -187 -177 975 0 0
3550 3.890503 2.35162354 5.85096741 1 -185 -180 975 0 0
3560 2.17915344 1.583252 6.42036438 1 -184 -178 975 0 0
3570 3.42027283 0.251831055 2.87486267 1 -182 -175 973 0 0
3580 1.48771667 5.406128 1.062439 1 -180 -177 975 0 0
3590 0.902359 1.27642822 2.74188232 1 -181 -180 975 0 0
3600 0.938476563 4.762207 2.44839478 1 -182 -180 975 0 0
3610 0.42791748 0.649230957 1.79058838 1 -182 -180 975 0 0
3620 0.371231079 2.22155762 1.529007 1 -181 -180 973 0 0
3630 2.78451538 1.61578369 2.18438721 1 -183 -181 973 0 0
3640 1.72666931 4.20611572 1.9916687 1 -187 -181 975 0 0
3650 2.3028717 0.963623047 0.436660767 1 -187 -180 976 0 0
3660 1.15725708 1.12017822 0.184753418 1 -187 -180 972 0 0
3670 4.42964172 4.753235 1.3195343 1 -184 -181 972 0 0
3680 1.88259888 2.399109 1.13441467 1 -182 -181 975 0 0
3690 2.7353363 2.5269165 2.88145447 1 -180 -183 971 0 0
3700 3.28634644 5.86352539 2.77946472 1 -180 -183 971 0 0
3710 0.269714355 0.3137207 0.10736084 1 -182 -181 973 0 0
3720 1.93666077 5.35491943 0.632385254 1 -180 -180 975 0 0
3730 2.26757813 1.22637939 2.01329041 1 -180 -181 975 0 0
3740 1.78097534 2.69769287 0.422592163 1 -183 -182 973 0 0
